Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
,370,Mother,Violet010200,we'll get a sweater to wear over it .,Violet,1992.11,1995.343,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|7|INF] [7|5|XMOD] [8|7|JCT] [9|7|OBJ 10|3|PUNCT],[pro:sub|we~mod|will] [v|get] [det:art|a] [n|sweater] [inf|to] [v|wear] [adv|over] [pro:per|it .],,,,,,,,,,MotherofViolet_Violet010200_370
,371,Mother,Violet010200,how about that ?,Violet,1995.343,2003.173,[],[1|3|LINK] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[adv:int|how] [adv|about] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_371
,372,Mother,Violet010200,is that good .,Violet,2003.173,2004.59,[],[1|0|ROOT] [2|1|SUBJ] [3|1|PRED 4|1|PUNCT],[cop|be&3S] [pro:dem|that] [adj|good .],,,,,,,,,,MotherofViolet_Violet010200_372
,373,Mother,Violet010200,is that good Violet ?,Violet,2004.59,2014.785,"CHI is in front of camera now , playing with her clothes",[1|0|ROOT] [2|4|DET] [3|4|MOD] [4|1|PRED 5|1|PUNCT],[cop|be&3S] [pro:dem|that] [adj|good] [n:prop|Violet ?],,,,,,,,,,MotherofViolet_Violet010200_373
,374,Violet,Violet010200,yyy .,Violet,2014.785,2016.576,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_374
,375,Mother,Violet010200,pants .,Violet,2016.576,2035.256,[],[1|0|ROOT 2|1|PUNCT],[v|pant-3S .],,,,,,,,,,MotherofViolet_Violet010200_375
,376,Mother,Violet010200,you gonna put them down on top of those clothes ?,Violet,2035.258,2037.351,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|3|JCT] [7|6|POBJ] [8|7|NJCT] [9|10|DET] [10|8|POBJ 11|3|PUNCT],[pro:per|you] [mod:aux|gonna] [v|put&ZERO] [pro:obj|them] [adv|down] [prep|on] [n|top] [prep|of] [pro:dem|those] [n:pt|clothes ?],,,,,,,,,,MotherofViolet_Violet010200_376
,377,Mother,Violet010200,how <a>bout socks,Violet,2037.351,2051.577,CHI walks to dresser and opens a drawer,[1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|2|LP],[adv:int|how] [prep|about] [n|sock-PL cm|cm],,,,,,,,,,MotherofViolet_Violet010200_377
,377,Mother,Violet010200,where your socks ?,Violet,0.0,0.0,CHI walks to dresser and opens a drawer,[5|7|LINK] [6|7|MOD] [7|2|POBJ 8|1|PUNCT],[pro:rel|where] [det:poss|your] [n|sock-PL ?],,,,,,,,,,MotherofViolet_Violet010200_377
,378,Mother,Violet010200,in there,Violet,0.0,0.0,[],[1|0|INCROOT] [2|1|POBJ 3|1|LP] [4|1|ENUM] [5|1|ENUM 6|1|PUNCT],[prep|in] [adv|there cm|cm],,,,,,,,,,MotherofViolet_Violet010200_378
,378,Mother,Violet010200,whoa careful .,Violet,2051.577,2066.188,[],[4|1|ENUM] [5|1|ENUM 6|1|PUNCT],[co|whoa] [co|careful .],,,,,,,,,,MotherofViolet_Violet010200_378
,379,Violet,Violet010200,yyy .,Violet,2066.188,2068.305,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_379
,380,Mother,Violet010200,not in there .,Violet,2068.308,2070.061,[],[1|2|NEG] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[neg|not] [adv|in] [adv|there .],,,,,,,,,,MotherofViolet_Violet010200_380
,381,Mother,Violet010200,they're in here .,Violet,2070.061,2071.843,[],[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT 5|4|PUNCT],[pro:sub|they~aux|be&PRES] [adv|in] [adv|here .],,,,,,,,,,MotherofViolet_Violet010200_381
,382,Mother,Violet010200,want some socks ?,Violet,2071.843,2075.773,[],[1|0|ROOT] [2|3|QUANT] [3|1|OBJ 4|1|PUNCT],[v|want] [qn|some] [n|sock-PL ?],,,,,,,,,,MotherofViolet_Violet010200_382
,383,Mother,Violet010200,here .,Violet,2075.773,2078.106,[],[1|0|INCROOT 2|1|PUNCT],[adv|here .],,,,,,,,,,MotherofViolet_Violet010200_383
,384,Mother,Violet010200,socks .,Violet,2078.106,2080.33,[],[1|0|INCROOT 2|1|PUNCT],[n|sock-PL .],,,,,,,,,,MotherofViolet_Violet010200_384
,385,Mother,Violet010200,or you can have these socks .,Violet,2080.33,2083.616,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[coord|or] [pro:per|you] [mod|can] [v|have] [pro:dem|these] [n|sock-PL .],,,,,,,,,,MotherofViolet_Violet010200_385
,386,Mother,Violet010200,which ones you want ?,Violet,2083.616,2108.661,"CHI sits down , continues to play with a pair of pants",[1|2|LINK] [2|4|QUANT] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:rel|which] [det:num|one-PL] [pro:per|you] [v|want ?],,,,,,,,,,MotherofViolet_Violet010200_386
,387,Mother,Violet010200,put that in there .,Violet,2108.663,2122.44,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|3|POBJ 5|1|PUNCT],[v|put&ZERO] [pro:dem|that] [prep|in] [adv|there .],,,,,,,,,,MotherofViolet_Violet010200_387
,388,Mother,Violet010200,you gonna get dressed ?,Violet,2122.441,2186.776,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|PRED 5|3|PUNCT],[pro:per|you] [mod:aux|gonna] [v|get] [part|dress-PASTP ?],,,,,,,,,,MotherofViolet_Violet010200_388
,389,Mother,Violet010200,you gonna go play with the babies today Violet ?,Violet,2186.778,2196.911,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|DET] [7|5|POBJ] [8|9|JCT] [9|7|APP 10|3|PUNCT],[pro:per|you] [mod:aux|gonna] [v|go] [n|play] [prep|with] [det:art|the] [n|baby-PL] [adv:tem|today] [n:prop|Violet ?],,,,,,,,,,MotherofViolet_Violet010200_389
,390,Mother,Violet010200,you gonna play baby ?,Violet,2196.911,2199.863,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod:aux|gonna] [v|play] [n|baby ?],,,,,,,,,,MotherofViolet_Violet010200_390
,391,Mother,Violet010200,gonna play toys ?,Violet,2199.863,2201.786,[],[1|2|AUX] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[mod:aux|gonna] [v|play] [n|toy-PL ?],,,,,,,,,,MotherofViolet_Violet010200_391
,392,Mother,Violet010200,xxx .,Violet,2201.786,2217.16,whistling,[],[],,,,,,,,,,MotherofViolet_Violet010200_392
,393,Mother,Violet010200,"hi , &-uh .",Violet,2217.16,2219.685,"CHI falls down , starts crying a little",[1|0|INCROOT 2|1|LP] [3|1|PUNCT],[co|hi cm|cm] [.],,,,,,,,,,MotherofViolet_Violet010200_393
,394,Violet,Violet010200,xxx .,Violet,2219.685,2224.11,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_394
,395,Mother,Violet010200,you got a bonkie,Violet,2224.11,2226.373,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|6|SUBJ],[pro:per|you] [v|get&PAST] [det:art|a] [n|bonk-DIM cm|cm],,,,,,,,,,MotherofViolet_Violet010200_395
,395,Mother,Violet010200,let me kiss it .,Violet,0.0,0.0,[],[6|2|COMP] [7|6|OBJ] [8|6|XCOMP] [9|8|OBJ 10|2|PUNCT],[v|let&ZERO] [pro:obj|me] [v|kiss] [pro:per|it .],,,,,,,,,,MotherofViolet_Violet010200_395
,396,Mother,Violet010200,hi .,Violet,2226.373,2229.596,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofViolet_Violet010200_396
,397,Mother,Violet010200,you look so pretty .,Violet,2229.596,2232.076,[],[1|2|SUBJ] [2|0|ROOT] [3|4|JCT] [4|2|JCT 5|2|PUNCT],[pro:per|you] [v|look] [adv|so] [adv|pretty .],,,,,,,,,,MotherofViolet_Violet010200_397
,398,Mother,Violet010200,you look pretty girl .,Violet,2232.076,2235.683,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|look] [adj|pretty] [n|girl .],,,,,,,,,,MotherofViolet_Violet010200_398
,399,Mother,Violet010200,"you pretty , you want this sock ?",Violet,2235.683,2241.233,[],[1|2|SUBJ] [2|5|JCT 3|2|LP] [4|5|SUBJ] [5|0|ROOT] [6|7|DET] [7|5|OBJ 8|5|PUNCT],[pro:per|you] [adv|pretty cm|cm] [pro:per|you] [v|want] [pro:dem|this] [n|sock ?],,,,,,,,,,MotherofViolet_Violet010200_399
,400,Mother,Violet010200,we'll put it in your drawer .,Violet,2241.233,2243.396,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|MOD] [7|5|POBJ 8|3|PUNCT],[pro:sub|we~mod|will] [v|put&ZERO] [pro:per|it] [prep|in] [det:poss|your] [n|drawer .],,,,,,,,,,MotherofViolet_Violet010200_400
,401,Mother,Violet010200,you pretty girl .,Violet,2243.396,2246.1,[],[1|3|SUBJ] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[pro:per|you] [adv|pretty] [n|girl .],,,,,,,,,,MotherofViolet_Violet010200_401
,402,Mother,Violet010200,it's a pretty girl .,Violet,2246.1,2260.483,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [adj|pretty] [n|girl .],,,,,,,,,,MotherofViolet_Violet010200_402
,403,Mother,Violet010200,should we change your diaper ?,Violet,2260.483,2263.628,"CHI and MOT are back on camera , CHI sits down in her room",[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[mod|should] [pro:sub|we] [v|change] [det:poss|your] [n|diaper ?],,,,,,,,,,MotherofViolet_Violet010200_403
,404,Mother,Violet010200,diaper .,Violet,2263.628,2267.776,[],[1|0|INCROOT 2|1|PUNCT],[n|diaper .],,,,,,,,,,MotherofViolet_Violet010200_404
,405,Mother,Violet010200,"huh , shall we change your bum bum ?",Violet,2267.776,2272.616,"CHI gets up , picks up a diaper and walks over to MOT",[1|5|COM 2|1|LP] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT] [6|8|MOD] [7|8|MOD] [8|5|OBJ 9|5|PUNCT],[co|huh cm|cm] [mod|shall] [pro:sub|we] [v|change] [det:poss|your] [adj|bum] [n|bum ?],,,,,,,,,,MotherofViolet_Violet010200_405
,406,Mother,Violet010200,you need a diaper change ?,Violet,2272.616,2286.461,MOT points to drawings on the diaper,[1|2|SUBJ] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|OBJ 6|2|PUNCT],[pro:per|you] [v|need] [det:art|a] [n|diaper] [n|change ?],,,,,,,,,,MotherofViolet_Violet010200_406
,407,Mother,Violet010200,yeah is the piggy on there ?,Violet,2286.461,2290.498,[],[1|2|COM] [2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|NJCT] [6|5|POBJ 7|2|PUNCT],[co|yeah] [cop|be&3S] [det:art|the] [n|pig-DIM] [prep|on] [adv|there ?],,,,,,,,,,MotherofViolet_Violet010200_407
,408,Mother,Violet010200,pig .,Violet,2290.498,2292.368,[],[1|0|INCROOT 2|1|PUNCT],[n|pig .],,,,,,,,,,MotherofViolet_Violet010200_408
,409,Mother,Violet010200,what's that ?,Violet,2292.368,2295.488,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_409
,410,Mother,Violet010200,piggy .,Violet,2295.488,2298.481,[],[1|0|INCROOT 2|1|PUNCT],[n|pig-DIM .],,,,,,,,,,MotherofViolet_Violet010200_410
,411,Mother,Violet010200,a piggy .,Violet,2298.481,2301.895,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|pig-DIM .],,,,,,,,,,MotherofViolet_Violet010200_411
,412,Mother,Violet010200,piggy .,Violet,2301.895,2315.97,[],[1|0|INCROOT 2|1|PUNCT],[n|pig-DIM .],,,,,,,,,,MotherofViolet_Violet010200_412
,413,Mother,Violet010200,"okay , I think we need to change you up .",Violet,2315.971,2319.593,MOT prepares to change CHI's diaper,[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|SUBJ] [6|4|COMP] [7|8|INF] [8|6|XCOMP] [9|8|OBJ] [10|8|JCT 11|4|PUNCT],[co|okay cm|cm] [pro:sub|I] [v|think] [pro:sub|we] [v|need] [inf|to] [v|change] [pro:per|you] [adv|up .],,,,,,,,,,MotherofViolet_Violet010200_413
,414,Mother,Violet010200,shall we change you ?,Violet,2319.593,2321.713,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|shall] [pro:sub|we] [v|change] [pro:per|you ?],,,,,,,,,,MotherofViolet_Violet010200_414
,415,Mother,Violet010200,come lie on here .,Violet,2321.713,2323.411,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|3|POBJ 5|1|PUNCT],[v|come] [n|lie] [prep|on] [adv|here .],,,,,,,,,,MotherofViolet_Violet010200_415
,416,Mother,Violet010200,we'll take this little backpack off for a minute .,Violet,2323.685,2328.286,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ] [7|3|JCT] [8|3|JCT] [9|10|DET] [10|8|POBJ 11|3|PUNCT],[pro:sub|we~mod|will] [v|take] [pro:dem|this] [adj|little] [n|+n|back+n|pack] [adv|off] [prep|for] [det:art|a] [n|minute .],,,,,,,,,,MotherofViolet_Violet010200_416
,417,Mother,Violet010200,we'll take off your backpack .,Violet,2328.286,2331.228,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|6|MOD] [6|4|POBJ 7|3|PUNCT],[pro:sub|we~mod|will] [v|take] [prep|off] [det:poss|your] [n|+n|back+n|pack .],,,,,,,,,,MotherofViolet_Violet010200_417
,418,Mother,Violet010200,"for a minute , so we can change your bum bum .",Violet,2331.228,2333.985,[],[1|8|LINK] [2|3|DET] [3|1|POBJ 4|1|LP] [5|8|COM] [6|8|SUBJ] [7|8|AUX] [8|0|ROOT] [9|11|MOD] [10|11|MOD] [11|8|OBJ 12|8|PUNCT],[prep|for] [det:art|a] [n|minute cm|cm] [co|so] [pro:sub|we] [mod|can] [v|change] [det:poss|your] [adj|bum] [n|bum .],,,,,,,,,,MotherofViolet_Violet010200_418
,419,Mother,Violet010200,xxx .,Violet,2333.985,2339.221,[],[],[],,,,,,,,,,MotherofViolet_Violet010200_419
,420,Mother,Violet010200,xxx .,Violet,2339.221,2342.881,CHI starts grabbing her backpack as her diaper is changed,[],[],,,,,,,,,,MotherofViolet_Violet010200_420
,421,Mother,Violet010200,no just leave it right there .,Violet,2342.881,2348.028,[],[1|3|QUANT] [2|3|MOD] [3|0|INCROOT] [4|3|OBJ] [5|6|JCT] [6|4|JCT 7|3|PUNCT],[qn|no] [adj|just] [n|leave] [pro:per|it] [adv|right] [adv|there .],,,,,,,,,,MotherofViolet_Violet010200_421
,422,Mother,Violet010200,"hey , hey , you hold these Violet",Violet,2348.028,2354.5,[],[1|6|COM 2|1|LP] [3|6|COM 4|3|LP] [5|6|SUBJ] [6|0|ROOT] [7|8|DET] [8|6|COMP 9|8|LP] [10|12|JCT],[co|hey cm|cm] [co|hey cm|cm] [pro:per|you] [v|hold] [pro:dem|these] [n:prop|Violet cm|cm] [n:prop|Violet],,,,,,,,,,MotherofViolet_Violet010200_422
,422,Mother,Violet010200,Violet you hold these,Violet,0.0,0.0,[], [11|12|SUBJ] [12|8|CJCT] [13|14|SUBJ] ,[pro:per|you] [v|hold] [pro:dem|these],,,,,,,,,,MotherofViolet_Violet010200_422
,422,Mother,Violet010200,look .,Violet,0.0,0.0,[],[14|12|OBJ 15|6|PUNCT],[v|look .],,,,,,,,,,MotherofViolet_Violet010200_422
,423,Mother,Violet010200,there we'll change your bum bum .,Violet,2354.5,2357.04,[],[1|4|JCT] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|7|MOD] [6|7|MOD] [7|4|OBJ 8|4|PUNCT],[adv|there] [pro:sub|we~mod|will] [v|change] [det:poss|your] [adj|bum] [n|bum .],,,,,,,,,,MotherofViolet_Violet010200_423
,424,Mother,Violet010200,let's check for stinkies .,Violet,2357.04,2364.578,MOT smells CHI's feet,[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|JCT] [5|4|POBJ 6|1|PUNCT],[v|let~pro:obj|us] [v|check] [prep|for] [n|stink-DIM-PL .],,,,,,,,,,MotherofViolet_Violet010200_424
,425,Mother,Violet010200,"whoa , peeyou !",Violet,2364.84,2369.186,[],[1|3|COM 2|1|LP] [3|0|INCROOT 4|3|PUNCT],[co|whoa cm|cm] [co|peeyou !],,,,,,,,,,MotherofViolet_Violet010200_425
,426,Mother,Violet010200,peeyou !,Violet,2369.186,2373.698,[],[1|0|INCROOT 2|1|PUNCT],[co|peeyou !],,,,,,,,,,MotherofViolet_Violet010200_426
,427,Mother,Violet010200,stinks .,Violet,2373.698,2375.785,[],[1|0|INCROOT 2|1|PUNCT],[n|stink-PL .],,,,,,,,,,MotherofViolet_Violet010200_427
,428,Mother,Violet010200,let me check this one .,Violet,2375.785,2377.215,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|5|DET] [5|3|OBJ 6|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|check] [pro:dem|this] [pro:indef|one .],,,,,,,,,,MotherofViolet_Violet010200_428
,429,Mother,Violet010200,whoa !,Violet,2377.215,2380.95,[],[1|0|INCROOT 2|1|PUNCT],[co|whoa !],,,,,,,,,,MotherofViolet_Violet010200_429
,430,Mother,Violet010200,stinkies .,Violet,2380.95,2382.501,[],[1|0|INCROOT 2|1|PUNCT],[n|stink-DIM-PL .],,,,,,,,,,MotherofViolet_Violet010200_430
,431,Mother,Violet010200,stinkies .,Violet,2382.501,2387.215,[],[1|0|INCROOT 2|1|PUNCT],[n|stink-DIM-PL .],,,,,,,,,,MotherofViolet_Violet010200_431
,432,Mother,Violet010200,stinky bum .,Violet,2387.215,2398.396,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|stink&dn-Y] [n|bum .],,,,,,,,,,MotherofViolet_Violet010200_432
,433,Violet,Violet010200,yyy .,Violet,2398.398,2400.175,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_433
,434,Violet,Violet010200,yyy .,Violet,2400.175,2401.625,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_434
,435,Violet,Violet010200,yyy .,Violet,2401.766,2403.686,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_435
,436,Violet,Violet010200,yyy .,Violet,2403.686,2404.928,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_436
,437,Violet,Violet010200,yyy .,Violet,2404.8,2406.765,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_437
,438,Violet,Violet010200,xxx .,Violet,2406.765,2408.851,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_438
,439,Violet,Violet010200,yyy .,Violet,2408.851,2411.033,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_439
,440,Violet,Violet010200,yyy .,Violet,2411.033,2412.7,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_440
,441,Mother,Violet010200,xxx .,Violet,2412.883,2414.168,[],[],[],,,,,,,,,,MotherofViolet_Violet010200_441
,442,Violet,Violet010200,xxx .,Violet,2414.168,2415.168,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_442
,443,Violet,Violet010200,yyy .,Violet,2415.168,2416.976,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_443
,444,Violet,Violet010200,"yyy , yyy .",Violet,2417.11,2420.18,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_444
,445,Violet,Violet010200,yyy .,Violet,2420.18,2422.188,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_445
,446,Violet,Violet010200,xxx .,Violet,2422.188,2423.958,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_446
,447,Violet,Violet010200,yyy .,Violet,2423.958,2425.548,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_447
,448,Violet,Violet010200,xxx .,Violet,2425.548,2427.226,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_448
,449,Violet,Violet010200,"yyy , yyy , yyy .",Violet,2427.226,2430.87,[],[1|0|INCROOT] [2|1|LP] [3|1|PUNCT],[cm|cm] [cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_449
,450,Violet,Violet010200,"yyy , yyy .",Violet,2430.57,2433.958,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_450
,451,Violet,Violet010200,yyy .,Violet,2433.958,2435.783,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_451
,452,Violet,Violet010200,xxx .,Violet,2435.783,2438.261,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_452
,453,Mother,Violet010200,"talking with the baby again , baby .",Violet,2438.261,2442.38,[],[1|0|INCROOT] [2|1|JCT] [3|4|DET] [4|2|POBJ] [5|1|JCT 6|1|LP] [7|1|ENUM 8|1|PUNCT],[part|talk-PRESP] [prep|with] [det:art|the] [n|baby] [adv|again cm|cm] [n|baby .],,,,,,,,,,MotherofViolet_Violet010200_453
,454,Mother,Violet010200,baby .,Violet,2442.38,2444.705,[],[1|0|INCROOT 2|1|PUNCT],[n|baby .],,,,,,,,,,MotherofViolet_Violet010200_454
,455,Violet,Violet010200,"yyy , yyy .",Violet,2444.705,2447.426,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_455
,456,Violet,Violet010200,yyy .,Violet,2447.426,2449.026,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_456
,457,Violet,Violet010200,yyy xxx .,Violet,2449.026,2451.983,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_457
,458,Violet,Violet010200,"yyy , yyy .",Violet,2451.983,2455.691,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_458
,459,Violet,Violet010200,xxx .,Violet,2455.691,2459.393,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_459
,460,Mother,Violet010200,let's see .,Violet,0.0,0.0,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let~pro:obj|us] [v|see .],,,,,,,,,,MotherofViolet_Violet010200_460
,461,Violet,Violet010200,xxx xxx xxx .,Violet,2459.393,2464.078,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_461
,462,Mother,Violet010200,socks .,Violet,2464.078,2470.43,MOT puts socks on MOT,[1|0|INCROOT 2|1|PUNCT],[n|sock-PL .],,,,,,,,,,MotherofViolet_Violet010200_462
,463,Mother,Violet010200,socks to cover up those stinky pigs .,Violet,2470.43,2475.838,[],[1|0|INCROOT] [2|3|INF] [3|1|XCOMP] [4|3|NJCT] [5|7|MOD] [6|7|MOD] [7|4|POBJ 8|1|PUNCT],[n|sock-PL] [inf|to] [n|cover] [adv|up] [det:dem|those] [adj|stink&dn-Y] [n|pig-PL .],,,,,,,,,,MotherofViolet_Violet010200_463
,464,Mother,Violet010200,socks to cover up those stinky pigs .,Violet,2475.838,2484.308,[],[1|0|INCROOT] [2|3|INF] [3|1|XCOMP] [4|3|NJCT] [5|7|MOD] [6|7|MOD] [7|4|POBJ 8|1|PUNCT],[n|sock-PL] [inf|to] [n|cover] [adv|up] [det:dem|those] [adj|stink&dn-Y] [n|pig-PL .],,,,,,,,,,MotherofViolet_Violet010200_464
,465,Violet,Violet010200,xxx .,Violet,2484.308,2493.366,laughing,[],[],,,,,,,,,,VioletofViolet_Violet010200_465
,466,Mother,Violet010200,uhoh we didn't snap them up yet .,Violet,2493.366,2500.238,[],[1|5|COM] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|5|OBJ] [7|5|JCT] [8|7|POBJ 9|5|PUNCT],[co|uhoh] [pro:sub|we] [mod|do&PAST~neg|not] [v|snap] [pro:obj|them] [adv|up] [adv|yet .],,,,,,,,,,MotherofViolet_Violet010200_466
,467,Mother,Violet010200,uhoh .,Violet,2500.238,2502.151,[],[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,MotherofViolet_Violet010200_467
,468,Violet,Violet010200,uhoh .,Violet,2502.151,2505.77,[],[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,VioletofViolet_Violet010200_468
,469,Mother,Violet010200,uhoh .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,MotherofViolet_Violet010200_469
,470,Mother,Violet010200,uhoh Violet .,Violet,2505.77,2510.185,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|uhoh] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_470
,471,Mother,Violet010200,uhoh baby .,Violet,2510.185,2517.31,"CHI sits up , starts playing with her backpack",[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|uhoh] [n|baby .],,,,,,,,,,MotherofViolet_Violet010200_471
,472,Mother,Violet010200,what are you doing ?,Violet,2517.31,2534.256,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_472
,473,Mother,Violet010200,let's take this off huh ?,Violet,2534.256,2537.966,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|OBJ] [5|3|JCT] [6|3|COM 7|1|PUNCT],[v|let~pro:obj|us] [v|take] [det:dem|this] [adv|off] [co|huh ?],,,,,,,,,,MotherofViolet_Violet010200_473
,474,Mother,Violet010200,"oy oy , you got so many shirts on .",Violet,2537.966,2545.518,[],[1|5|COM] [2|5|COM 3|2|LP] [4|5|SUBJ] [5|0|ROOT] [6|8|JCT] [7|8|QUANT] [8|5|OBJ] [9|8|POSTMOD 10|5|PUNCT],[co|oy] [co|oy cm|cm] [pro:per|you] [v|get&PAST] [adv|so] [qn|many] [n|shirt-PL] [adv|on .],,,,,,,,,,MotherofViolet_Violet010200_474
,475,Mother,Violet010200,is that your backpack ?,Violet,2545.518,2552.395,[],[1|0|ROOT] [2|1|PRED] [3|4|MOD] [4|2|OBJ 5|1|PUNCT],[cop|be&3S] [pro:rel|that] [det:poss|your] [n|+n|back+n|pack ?],,,,,,,,,,MotherofViolet_Violet010200_475
,476,Mother,Violet010200,uhoh .,Violet,2568.313,2581.365,"CHI puts backpack on , starts walking off",[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,MotherofViolet_Violet010200_476
,477,Mother,Violet010200,uhoh .,Violet,2581.365,2590.42,[],[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,MotherofViolet_Violet010200_477
