Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
240,Lily,Lily020909,where's the Georgia state .,Lily,572.68,576.38,[],[1|2|LINK 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n:prop|Georgia] [n|state .],,,,,,,,,,LilyofLily_Lily020909_240
241,Mother,Lily020909,we'll read about Georgia next .,Lily,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|3|JCT 7|3|PUNCT],[pro:sub|we~mod|will] [v|read&ZERO] [prep|about] [n:prop|Georgia] [adv|next .],,,,,,,,,,MotherofLily_Lily020909_241
242,Mother,Lily020909,Alabama is a warm southern state .,Lily,576.38,579.708,[],[1|2|SUBJ] [2|0|ROOT] [3|6|DET] [4|6|MOD] [5|6|MOD] [6|2|PRED 7|2|PUNCT],[n:prop|Alabama] [cop|be&3S] [det:art|a] [adj|warm] [adj|southern] [n|state .],,,,,,,,,,MotherofLily_Lily020909_242
243,Mother,Lily020909,"do you know what they make in Alabama , do you remember ?",Lily,579.708,582.521,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|LINK] [5|6|SUBJ] [6|3|COMP] [7|6|JCT] [8|7|POBJ 9|10|SUBJ] [10|6|COMP] [11|10|OBJ] [12|10|XCOMP 13|3|PUNCT],[mod|do] [pro:per|you] [v|know] [pro:int|what] [pro:sub|they] [v|make] [prep|in] [n:prop|Alabama cm|cm] [v|do] [pro:per|you] [v|remember ?],,,,,,,,,,MotherofLily_Lily020909_243
244,Mother,Lily020909,"they make spaceships and rockets , right ?",Lily,582.523,586.345,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|3|CONJ] [5|7|MOD 6|5|LP] [7|4|COORD 8|2|PUNCT],[pro:sub|they] [v|make] [n|+n|space+n|ship-PL] [coord|and] [n|rocket-PL cm|cm] [n|right ?],,,,,,,,,,MotherofLily_Lily020909_244
245,Mother,Lily020909,right .,Lily,586.345,588.511,[],[1|0|INCROOT 2|1|PUNCT],[co|right .],,,,,,,,,,MotherofLily_Lily020909_245
246,Mother,Lily020909,and they make steel .,Lily,588.511,592.218,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[coord|and] [pro:sub|they] [v|make] [n|steel .],,,,,,,,,,MotherofLily_Lily020909_246
247,Mother,Lily020909,and paper they make out of trees .,Lily,592.218,595.111,[],[1|4|LINK] [2|4|JCT] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|JCT] [7|6|POBJ 8|4|PUNCT],[coord|and] [n|paper] [pro:sub|they] [v|make] [adv|out] [prep|of] [n|tree-PL .],,,,,,,,,,MotherofLily_Lily020909_247
248,Mother,Lily020909,and there's cotton to make clothes .,Lily,595.111,598.441,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|6|INF] [6|4|XMOD] [7|6|OBJ 8|3|PUNCT],[coord|and] [pro:exist|there~cop|be&3S] [n|cotton] [inf|to] [v|make] [n:pt|clothes .],,,,,,,,,,MotherofLily_Lily020909_248
249,Mother,Lily020909,wow .,Lily,598.441,600.68,[],[1|0|INCROOT 2|1|PUNCT],[co|wow .],,,,,,,,,,MotherofLily_Lily020909_249
250,Mother,Lily020909,that's great .,Lily,600.68,602.578,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [adj|great .],,,,,,,,,,MotherofLily_Lily020909_250
251,Mother,Lily020909,yellow hammer is their bird .,Lily,602.578,605.478,[],[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|PUNCT],[adj|yellow] [n|hammer] [cop|be&3S] [det:poss|their] [n|bird .],,,,,,,,,,MotherofLily_Lily020909_251
252,Mother,Lily020909,and a camellia is their flower .,Lily,605.478,608.31,[],[1|4|LINK] [2|3|DET] [3|4|SUBJ] [4|0|ROOT] [5|6|MOD] [6|4|PRED 7|4|PUNCT],[coord|and] [det:art|a] [n|camellia] [cop|be&3S] [det:poss|their] [n|flower .],,,,,,,,,,MotherofLily_Lily020909_252
253,Mother,Lily020909,should we read about Georgia ?,Lily,608.31,610.74,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[mod|should] [pro:sub|we] [v|read&ZERO] [prep|about] [n:prop|Georgia ?],,,,,,,,,,MotherofLily_Lily020909_253
254,Lily,Lily020909,yeah .,Lily,610.74,611.725,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020909_254
255,Mother,Lily020909,"okay , Georgia is the largest state east of the Mississippi river .",Lily,611.725,617.313,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|8|DET] [6|7|MOD] [7|8|MOD] [8|4|PRED] [9|8|NJCT] [10|12|DET] [11|12|MOD] [12|9|POBJ 13|4|PUNCT],[co|okay cm|cm] [n:prop|Georgia] [cop|be&3S] [det:art|the] [adj|large-SP] [n|state] [n|east] [prep|of] [det:art|the] [n:prop|Mississippi] [n|river .],,,,,,,,,,MotherofLily_Lily020909_255
256,Mother,Lily020909,"wow , what do they have in Georgia ?",Lily,617.313,621.04,[],[1|6|COM 2|1|LP] [3|6|SUBJ] [4|6|AUX] [5|6|SUBJ] [6|0|ROOT] [7|6|JCT] [8|7|POBJ 9|6|PUNCT],[co|wow cm|cm] [pro:int|what] [mod|do] [pro:sub|they] [v|have] [prep|in] [n:prop|Georgia ?],,,,,,,,,,MotherofLily_Lily020909_256
257,Mother,Lily020909,"they have (.) peaches , and peanuts , and watermelon , and the (.) Okie_Fanokie swamp .",Lily,621.041,632.58,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|3|LP] [5|2|CONJ] [6|5|COORD 7|6|LP] [8|6|CONJ] [9|8|COORD 10|2|LP] [11|2|CONJ] [12|14|DET] [13|14|MOD] [14|11|COORD 15|2|PUNCT],[pro:sub|they] [v|have] [n|peach-PL cm|cm] [coord|and] [n|peanut-PL cm|cm] [coord|and] [n|+n|water+n|melon cm|cm] [coord|and] [det:art|the] [n:prop|Okie_Fanokie] [n|swamp .],,,,,,,,,,MotherofLily_Lily020909_257
258,Lily,Lily020909,where's the swamp ?,Lily,632.58,635.3,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n|swamp ?],,,,,,,,,,LilyofLily_Lily020909_258
259,Mother,Lily020909,"it's called the Okie_Fanokie swamp , is that a funny name ?",Lily,635.3,639.24,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|12|SUBJ 7|6|LP] [8|12|AUX] [9|12|LINK] [10|12|DET] [11|12|MOD] [12|3|OBJ 13|3|PUNCT],[pro:per|it~aux|be&3S] [part|call-PASTP] [det:art|the] [n:prop|Okie_Fanokie] [n|swamp cm|cm] [aux|be&3S] [pro:rel|that] [det:art|a] [adj|fun&dn-Y] [n|name ?],,,,,,,,,,MotherofLily_Lily020909_259
260,Mother,Lily020909,"can you say , Okie_Fanokie ?",Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|LP] [5|3|ENUM 6|3|PUNCT],[mod|can] [pro:per|you] [v|say cm|cm] [n:prop|Okie_Fanokie ?],,,,,,,,,,MotherofLily_Lily020909_260
261,Lily,Lily020909,xxx .,Lily,639.241,641.881,[],[],[],,,,,,,,,,LilyofLily_Lily020909_261
262,Lily,Lily020909,Okie_Fanokie .,Lily,641.881,643.99,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Okie_Fanokie .],,,,,,,,,,LilyofLily_Lily020909_262
263,Mother,Lily020909,Okie_Fanokie .,Lily,643.99,646.306,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Okie_Fanokie .],,,,,,,,,,MotherofLily_Lily020909_263
264,Lily,Lily020909,Okie_Fanokie .,Lily,646.306,652.948,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Okie_Fanokie .],,,,,,,,,,LilyofLily_Lily020909_264
265,Mother,Lily020909,"very good honey , wow .",Lily,0.0,0.0,[],[1|2|JCT] [2|3|MOD] [3|0|INCROOT 4|3|LP] [5|3|ENUM 6|3|PUNCT],[adv|very] [adj|good] [n|honey cm|cm] [co|wow .],,,,,,,,,,MotherofLily_Lily020909_265
266,Mother,Lily020909,"and there's their bird , the brown thrasher .",Lily,652.948,656.76,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|5|MOD] [5|3|PRED 6|5|LP] [7|9|DET] [8|9|MOD] [9|3|PRED 10|3|PUNCT],[coord|and] [pro:exist|there~cop|be&3S] [det:poss|their] [n|bird cm|cm] [det:art|the] [adj|brown] [n|thrash&dv-AGT .],,,,,,,,,,MotherofLily_Lily020909_266
267,Mother,Lily020909,"and their flower , the Cherokee rose .",Lily,656.76,660.141,[],[1|7|LINK] [2|3|MOD] [3|7|MOD 4|3|LP] [5|7|DET] [6|7|MOD] [7|0|INCROOT 8|7|PUNCT],[coord|and] [det:poss|their] [n|flower cm|cm] [det:art|the] [n:prop|Cherokee] [n|rose .],,,,,,,,,,MotherofLily_Lily020909_267
268,Mother,Lily020909,the capital of Georgia is Atlanta .,Lily,660.141,663.563,[],[1|2|DET] [2|5|SUBJ] [3|2|NJCT] [4|3|POBJ] [5|0|ROOT] [6|5|PRED 7|5|PUNCT],[det:art|the] [n|capital] [prep|of] [n:prop|Georgia] [cop|be&3S] [n:prop|Atlanta .],,,,,,,,,,MotherofLily_Lily020909_268
269,Mother,Lily020909,"yep (replacement:replacement:yes) , one end of the Appalachian trail is in Georgia , do you know how far it goes ?",Lily,0.0,0.0,[],[1|9|COM 2|1|LP] [3|4|QUANT] [4|9|SUBJ] [5|4|NJCT] [6|8|DET] [7|8|MOD] [8|5|POBJ] [9|0|ROOT] [10|9|JCT] [11|10|POBJ 12|9|LP] [13|9|CJCT] [14|15|SUBJ] [15|13|COMP] [16|19|LINK] [17|19|JCT] [18|19|SUBJ] [19|15|COMP 20|9|PUNCT],[co|yes cm|cm] [det:num|one] [n|end] [prep|of] [det:art|the] [n:prop|Appalachian] [n|trail] [cop|be&3S] [prep|in] [n:prop|Georgia cm|cm] [v|do] [pro:per|you] [v|know] [adv:int|how] [adv|far] [pro:per|it] [v|go-3S ?],,,,,,,,,,MotherofLily_Lily020909_269
270,Lily,Lily020909,yeah .,Lily,663.563,677.853,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020909_270
271,Mother,Lily020909,"you could hike up from Georgia , let me show you the map , from here , I think , all the way up to Maine .",Lily,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|5|POBJ 7|8|SUBJ] [8|3|COMP] [9|8|OBJ] [10|8|XCOMP] [11|10|OBJ] [12|13|DET] [13|10|OBJ 14|13|LP] [15|13|NJCT] [16|15|POBJ 17|16|LP] [18|19|SUBJ] [19|13|XMOD 20|19|LP] [21|23|QUANT] [22|23|DET] [23|19|JCT] [24|23|NJCT] [25|24|JCT] [26|25|POBJ 27|3|PUNCT],[pro:per|you] [mod|could] [v|hike] [adv|up] [prep|from] [n:prop|Georgia cm|cm] [v|let&ZERO] [pro:obj|me] [v|show] [pro:per|you] [det:art|the] [n|map cm|cm] [prep|from] [adv|here cm|cm] [pro:sub|I] [v|think cm|cm] [qn|all] [det:art|the] [n|way] [adv|up] [prep|to] [n:prop|Maine .],,,,,,,,,,MotherofLily_Lily020909_271
272,Mother,Lily020909,"that's a very long hike , isn't it ?",Lily,677.853,680.456,[],[1|2|SUBJ 2|0|ROOT] [3|6|DET] [4|5|JCT] [5|6|MOD] [6|8|SUBJ 7|6|LP] [8|2|COMP 9|8|NEG] [10|8|PRED 11|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adv|very] [adj|long] [n|hike cm|cm] [cop|be&3S~neg|not] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily020909_272
273,Lily,Lily020909,"yeah , you could hike all the way into Maine .",Lily,680.458,685.313,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|8|QUANT] [7|8|DET] [8|5|OBJ] [9|5|JCT] [10|9|POBJ 11|5|PUNCT],[co|yeah cm|cm] [pro:per|you] [mod|could] [v|hike] [qn|all] [det:art|the] [n|way] [prep|into] [n:prop|Maine .],,,,,,,,,,LilyofLily_Lily020909_273
274,Mother,Lily020909,that's right .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [n|right .],,,,,,,,,,MotherofLily_Lily020909_274
275,Mother,Lily020909,xxx right .,Lily,685.313,686.666,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|right .],,,,,,,,,,MotherofLily_Lily020909_275
276,Mother,Lily020909,"what , what state should we read about next ?",Lily,686.666,690.473,[],[1|7|LINK 2|1|LP] [3|7|LINK] [4|7|SUBJ] [5|7|AUX] [6|7|SUBJ] [7|0|ROOT] [8|7|JCT] [9|7|JCT 10|7|PUNCT],[pro:int|what cm|cm] [det:int|what] [n|state] [mod|should] [pro:sub|we] [v|read&ZERO] [adv|about] [adv|next ?],,,,,,,,,,MotherofLily_Lily020909_276
277,Lily,Lily020909,Mississippi .,Lily,690.473,695.883,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Mississippi .],,,,,,,,,,LilyofLily_Lily020909_277
278,Mother,Lily020909,"Mississippi , can you find Mississippi on this map ?",Lily,0.0,0.0,[],[1|5|SUBJ 2|1|LP] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|5|PUNCT],[n:prop|Mississippi cm|cm] [mod|can] [pro:per|you] [v|find] [n:prop|Mississippi] [prep|on] [pro:dem|this] [n|map ?],,,,,,,,,,MotherofLily_Lily020909_278
279,Mother,Lily020909,there it is !,Lily,0.0,0.0,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:per|it] [cop|be&3S !],,,,,,,,,,MotherofLily_Lily020909_279
280,Lily,Lily020909,Mississippi .,Lily,695.883,700.301,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Mississippi .],,,,,,,,,,LilyofLily_Lily020909_280
281,Mother,Lily020909,Mississippi .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Mississippi .],,,,,,,,,,MotherofLily_Lily020909_281
282,Mother,Lily020909,"Mississippi has the look of the old South , with many Pre_Civil_War houses still standing .",Lily,700.305,707.578,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|4|JCT] [6|8|DET] [7|8|MOD] [8|5|POBJ 9|8|LP] [10|4|JCT] [11|12|QUANT] [12|13|SUBJ] [13|10|POBJ] [14|13|JCT] [15|13|XJCT 16|2|PUNCT],[n:prop|Mississippi] [v|have&3S] [det:art|the] [v|look] [prep|of] [det:art|the] [adj|old] [n:prop|South cm|cm] [prep|with] [qn|many] [n:prop|Pre_Civil_War] [v|house-3S] [adv|still] [part|stand-PRESP .],,,,,,,,,,MotherofLily_Lily020909_282
283,Mother,Lily020909,the Mississippi river forms the winding western border of the state .,Lily,707.578,713.813,[],[1|3|DET] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT] [5|8|DET] [6|8|MOD] [7|8|MOD] [8|4|OBJ] [9|8|NJCT] [10|11|DET] [11|9|POBJ 12|4|PUNCT],[det:art|the] [n:prop|Mississippi] [n|river] [v|form-3S] [det:art|the] [part|wind-PRESP] [adj|western] [n|border] [prep|of] [det:art|the] [n|state .],,,,,,,,,,MotherofLily_Lily020909_283
284,Mother,Lily020909,xxx .,Lily,713.813,715.708,kissing sound,[],[],,,,,,,,,,MotherofLily_Lily020909_284
285,Mother,Lily020909,the state capital is Jackson .,Lily,715.708,719.015,[],[1|2|DET] [2|4|SUBJ] [3|4|SUBJ] [4|0|ROOT] [5|4|PRED 6|4|PUNCT],[det:art|the] [n|state] [adj|capital] [cop|be&3S] [n:prop|Jackson .],,,,,,,,,,MotherofLily_Lily020909_285
286,Mother,Lily020909,and their state bird is the mocking+bird .,Lily,719.015,722.481,[],[1|5|LINK] [2|4|MOD] [3|4|MOD] [4|5|SUBJ] [5|0|ROOT] [6|7|DET] [7|5|PRED 8|5|PUNCT],[coord|and] [det:poss|their] [n|state] [n|bird] [cop|be&3S] [det:art|the] [n|+adj|mocking+n|bird .],,,,,,,,,,MotherofLily_Lily020909_286
287,Lily,Lily020909,how bout (replacement:replacement:about) Colorado ?,Lily,722.481,732.296,[],[1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[adv:int|how] [prep|about] [n:prop|Colorado ?],,,,,,,,,,LilyofLily_Lily020909_287
288,Mother,Lily020909,"great , let's read about Colorado .",Lily,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|3|OBJ] [5|3|XCOMP] [6|5|JCT] [7|6|POBJ 8|1|PUNCT],[adj|great cm|cm] [v|let~pro:obj|us] [v|read&ZERO] [prep|about] [n:prop|Colorado .],,,,,,,,,,MotherofLily_Lily020909_288
289,Lily,Lily020909,Colorado .,Lily,732.296,734.025,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Colorado .],,,,,,,,,,LilyofLily_Lily020909_289
290,Mother,Lily020909,"people who come to Colorado enjoy skiing , and hiking , in the Rocky mountains .",Lily,734.025,740.32,[],[1|0|INCROOT] [2|3|LINK] [3|1|CMOD] [4|3|JCT] [5|6|SUBJ] [6|4|POBJ] [7|6|OBJ 8|7|LP] [9|7|CONJ] [10|9|COORD 11|10|LP] [12|10|JCT] [13|15|DET] [14|15|MOD] [15|12|POBJ 16|1|PUNCT],[n|person&PL] [pro:rel|who] [v|come] [prep|to] [n:prop|Colorado] [v|enjoy] [n:gerund|ski-PRESP cm|cm] [coord|and] [part|hike-PRESP cm|cm] [prep|in] [det:art|the] [n:prop|Rocky] [n|mountain-PL .],,,,,,,,,,MotherofLily_Lily020909_290
291,Mother,Lily020909,there's also a dinosaur (t:t:interruption),Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|JCT] [4|5|DET] [5|2|PRED 6|2|PUNCT],[pro:exist|there~cop|be&3S] [adv|also] [det:art|a] [n|dinosaur (mt:interruption)],,,,,,,,,,MotherofLily_Lily020909_291
292,Lily,Lily020909,a book .,Lily,740.32,743.08,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|book .],,,,,,,,,,LilyofLily_Lily020909_292
293,Mother,Lily020909,that's right .,Lily,743.08,744.145,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [n|right .],,,,,,,,,,MotherofLily_Lily020909_293
294,Mother,Lily020909,there's a dinosaur national monument (.) in Colorado .,Lily,744.145,750.24,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|6|MOD] [6|4|XMOD] [7|6|JCT] [8|7|POBJ 9|2|PUNCT],[pro:exist|there~cop|be&3S] [det:art|a] [n|dinosaur] [adj|national] [n|monument] [prep|in] [n:prop|Colorado .],,,,,,,,,,MotherofLily_Lily020909_294
295,Mother,Lily020909,wow .,Lily,750.241,751.595,[],[1|0|INCROOT 2|1|PUNCT],[co|wow .],,,,,,,,,,MotherofLily_Lily020909_295
296,Mother,Lily020909,and that's a big horned sheep .,Lily,751.595,753.505,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|7|DET] [5|7|MOD] [6|7|MOD] [7|3|PRED 8|3|PUNCT],[coord|and] [pro:dem|that~cop|be&3S] [det:art|a] [adj|big] [adj|horned] [n|sheep .],,,,,,,,,,MotherofLily_Lily020909_296
297,Mother,Lily020909,"they live in the mountains , see ?",Lily,753.505,755.893,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|7|SUBJ] [7|2|COMP 8|2|PUNCT],[pro:sub|they] [v|live] [prep|in] [det:art|the] [n|mountain-PL cm|cm] [v|see ?],,,,,,,,,,MotherofLily_Lily020909_297
298,Lily,Lily020909,"wow , the big horned sheep .",Lily,755.891,761.1659999999999,[],[1|6|COM 2|1|LP] [3|6|DET] [4|6|MOD] [5|6|MOD] [6|0|INCROOT 7|6|PUNCT],[co|wow cm|cm] [det:art|the] [adj|big] [adj|horned] [n|sheep .],,,,,,,,,,LilyofLily_Lily020909_298
299,Mother,Lily020909,"the cap<ital> , right , the capital of Colorado is Denver .",Lily,0.0,0.0,[],[1|2|DET] [2|0|INCROOT 3|2|LP] [4|2|XMOD 5|4|LP] [6|7|DET] [7|10|SUBJ] [8|7|NJCT] [9|8|POBJ] [10|4|CJCT] [11|10|PRED 12|2|PUNCT],[det:art|the] [n|capital cm|cm] [n|right cm|cm] [det:art|the] [n|capital] [prep|of] [n:prop|Colorado] [cop|be&3S] [n:prop|Denver .],,,,,,,,,,MotherofLily_Lily020909_299
300,Mother,Lily020909,xxx .,Lily,0.0,0.0,[],[],[],,,,,,,,,,MotherofLily_Lily020909_300
301,Lily,Lily020909,Denver ?,Lily,761.168,764.775,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Denver ?],,,,,,,,,,LilyofLily_Lily020909_301
302,Mother,Lily020909,Denver .,Lily,764.775,766.36,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Denver .],,,,,,,,,,MotherofLily_Lily020909_302
303,Lily,Lily020909,a computer .,Lily,766.36,770.521,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|compute&dv-AGT .],,,,,,,,,,LilyofLily_Lily020909_303
304,Mother,Lily020909,"right , that's in California .",Lily,0.0,0.0,[],[1|3|JCT 2|1|LP] [3|4|LINK 4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[adv|right cm|cm] [pro:rel|that~aux|be&3S] [prep|in] [n:prop|California .],,,,,,,,,,MotherofLily_Lily020909_304
305,Mother,Lily020909,mhm .,Lily,770.521,772.4159999999999,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofLily_Lily020909_305
306,Mother,Lily020909,they make lots_of computers in California .,Lily,772.4159999999999,774.89,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|4|NJCT] [6|5|POBJ 7|2|PUNCT],[pro:sub|they] [v|make] [qn|lots_of] [n|compute&dv-AGT-PL] [prep|in] [n:prop|California .],,,,,,,,,,MotherofLily_Lily020909_306
307,Lily,Lily020909,"that's , { that's (= let's) } read about California .",Lily,774.89,779.62,[],[1|2|SUBJ 2|0|ROOT 3|2|LP] [4|6|LINK 5|6|AUX] [6|2|CJCT] [7|6|JCT] [8|7|POBJ 9|2|PUNCT],[pro:dem|that~cop|be&3S cm|cm] [pro:rel|that~aux|be&3S] [v|read&ZERO] [prep|about] [n:prop|California .],,,,,,,,,,LilyofLily_Lily020909_307
308,Mother,Lily020909,okay .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily020909_308
309,Mother,Lily020909,more people live in California than any other state .,Lily,779.62,782.858,[],[1|2|QUANT] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|3|JCT] [7|9|QUANT] [8|9|QUANT] [9|6|POBJ 10|3|PUNCT],[qn|more] [n|person&PL] [v|live] [prep|in] [n:prop|California] [prep|than] [qn|any] [qn|other] [n|state .],,,,,,,,,,MotherofLily_Lily020909_309
310,Mother,Lily020909,do you know what this beautiful place is called ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|9|LINK] [5|7|DET] [6|7|MOD] [7|9|SUBJ] [8|9|AUX] [9|3|COMP 10|3|PUNCT],[mod|do] [pro:per|you] [v|know] [pro:int|what] [pro:dem|this] [adj|beautiful] [n|place] [aux|be&3S] [part|call-PASTP ?],,,,,,,,,,MotherofLily_Lily020909_310
311,Lily,Lily020909,yeah .,Lily,782.858,787.726,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020909_311
312,Mother,Lily020909,this is called Yosemite national park .,Lily,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|MOD] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[pro:dem|this] [aux|be&3S] [part|call-PASTP] [n:prop|Yosemite] [n|national] [n|park .],,,,,,,,,,MotherofLily_Lily020909_312
313,Mother,Lily020909,"it's a really big park , and you know who wants to go there ?",Lily,787.728,790.121,[],[1|2|SUBJ 2|0|ROOT] [3|6|DET] [4|6|JCT] [5|6|MOD] [6|2|PRED 7|6|LP] [8|10|LINK] [9|10|SUBJ] [10|2|CPRED] [11|12|SUBJ] [12|10|COMP] [13|14|INF] [14|12|XCOMP] [15|14|JCT 16|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [adv|real&dadj-LY] [adj|big] [n|park cm|cm] [coord|and] [pro:per|you] [v|know] [pro:int|who] [v|want-3S] [inf|to] [v|go] [adv|there ?],,,,,,,,,,MotherofLily_Lily020909_313
314,Lily,Lily020909,yeah .,Lily,790.121,790.806,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020909_314
315,Mother,Lily020909,Mommy and Daddy wanna go there .,Lily,790.805,792.541,[],[1|5|SUBJ] [2|1|CONJ] [3|2|COORD] [4|5|AUX] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[n:prop|Mommy] [coord|and] [n:prop|Daddy] [mod:aux|wanna] [v|go] [adv|there .],,,,,,,,,,MotherofLily_Lily020909_315
316,Mother,Lily020909,do you wanna come with us ?,Lily,792.541,794.05,[],[1|4|AUX] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[mod|do] [pro:per|you] [mod:aux|wanna] [v|come] [prep|with] [pro:obj|us ?],,,,,,,,,,MotherofLily_Lily020909_316
317,Lily,Lily020909,yeah .,Lily,794.05,795.408,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020909_317
318,Mother,Lily020909,yeah .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily020909_318
319,Lily,Lily020909,xxx go with you .,Lily,795.408,796.943,[],[] [1|0|ROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[] [v|go] [prep|with] [pro:per|you .],,,,,,,,,,LilyofLily_Lily020909_319
320,Mother,Lily020909,you wanna come with us to Yosemite ?,Lily,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|3|JCT] [7|6|POBJ 8|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|come] [prep|with] [pro:obj|us] [prep|to] [n:prop|Yosemite ?],,,,,,,,,,MotherofLily_Lily020909_320
321,Lily,Lily020909,xxx .,Lily,796.943,798.695,[],[],[],,,,,,,,,,LilyofLily_Lily020909_321
