Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
284,Alex,Alex020523,yyy .,Alex,714.508,716.673,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_284
285,Alex,Alex020523,xxx yellow one .,Alex,716.673,726.435,[],[] [1|2|MOD] [2|0|ROOT 3|2|PUNCT],[] [n|yellow] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020523_285
286,Alex,Alex020523,yyy yyy yyy yyy star .,Alex,726.436,738.84,[],[] [] [] [] [1|0|INCROOT 2|1|PUNCT],[] [] [] [] [n|star .],,,,,,,,,,AlexofAlex_Alex020523_286
287,Alex,Alex020523,star xxx .,Alex,738.84,744.908,[],[1|0|INCROOT] [2|1|PUNCT],[n|star] [.],,,,,,,,,,AlexofAlex_Alex020523_287
288,Alex,Alex020523,xxx green one !,Alex,744.908,753.01,[],[] [1|2|MOD] [2|0|ROOT 3|2|PUNCT],[] [n|green] [pro:indef|one !],,,,,,,,,,AlexofAlex_Alex020523_288
289,Alex,Alex020523,blue one .,Alex,753.01,757.331,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|blue] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020523_289
290,Alex,Alex020523,yyy .,Alex,757.331,764.105,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_290
291,Alex,Alex020523,yyy yyy .,Alex,764.105,769.413,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_291
292,Alex,Alex020523,yyy .,Alex,769.413,773.0409999999999,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_292
293,Alex,Alex020523,"ready , yyy , again .",Alex,773.0409999999999,781.645,[],[1|0|INCROOT 2|1|LP] [3|1|LP] [4|1|JCT 5|1|PUNCT],[adj|ready cm|cm] [cm|cm] [adv|again .],,,,,,,,,,AlexofAlex_Alex020523_293
294,Alex,Alex020523,yyy blue yyy .,Alex,781.645,791.28,[],[] [1|0|INCROOT] [2|1|PUNCT],[] [adj|blue] [.],,,,,,,,,,AlexofAlex_Alex020523_294
295,Alex,Alex020523,and a purple .,Alex,791.28,793.773,[],[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|a] [n|purple .],,,,,,,,,,AlexofAlex_Alex020523_295
296,Alex,Alex020523,yyy .,Alex,793.773,800.041,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_296
297,Alex,Alex020523,yyy green one .,Alex,800.041,804.351,[],[] [1|2|MOD] [2|0|ROOT 3|2|PUNCT],[] [n|green] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020523_297
298,Alex,Alex020523,yellow one .,Alex,804.351,820.385,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|yellow] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020523_298
299,Alex,Alex020523,red one .,Alex,820.385,837.111,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|red] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020523_299
300,Mother,Alex020523,what is going on over there ?,Alex,837.11,839.441,[],[1|3|LINK] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|5|POBJ 7|3|PUNCT],[pro:int|what] [aux|be&3S] [part|go-PRESP] [adv|on] [prep|over] [adv|there ?],,,,,,,,,,MotherofAlex_Alex020523_300
301,Alex,Alex020523,over there .,Alex,839.44,841.178,[],[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[adv|over] [adv|there .],,,,,,,,,,AlexofAlex_Alex020523_301
302,Mother,Alex020523,huh ?,Alex,841.178,841.881,[],[1|0|INCROOT 2|1|PUNCT],[co|huh ?],,,,,,,,,,MotherofAlex_Alex020523_302
303,Alex,Alex020523,"over there , green .",Alex,841.88,847.851,[],[1|2|JCT] [2|0|ROOT 3|2|LP] [4|2|ENUM 5|2|PUNCT],[adv|over] [adv|there cm|cm] [n|green .],,,,,,,,,,AlexofAlex_Alex020523_303
304,Mother,Alex020523,Alex .,Alex,847.851,860.568,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Alex .],,,,,,,,,,MotherofAlex_Alex020523_304
305,Mother,Alex020523,what are you doing ?,Alex,860.568,862.94,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofAlex_Alex020523_305
306,Alex,Alex020523,yyy yyy .,Alex,863.985,865.505,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_306
307,Mother,Alex020523,hm: ?,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|hm ?],,,,,,,,,,MotherofAlex_Alex020523_307
308,Alex,Alex020523,yyy .,Alex,865.505,866.675,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_308
309,Mother,Alex020523,what are you doing ?,Alex,866.675,867.793,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofAlex_Alex020523_309
310,Alex,Alex020523,yyy yyy yyy .,Alex,867.793,869.485,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_310
311,Alex,Alex020523,yyy yyy yyy .,Alex,869.485,882.74,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_311
312,Alex,Alex020523,"white one , yes , white .",Alex,882.74,887.763,[],[1|2|MOD] [2|0|INCROOT 3|2|LP] [4|6|COM 5|4|LP] [6|2|ENUM 7|2|PUNCT],[adj|white] [pro:indef|one cm|cm] [co|yes cm|cm] [n|white .],,,,,,,,,,AlexofAlex_Alex020523_312
313,Mother,Alex020523,yes ?,Alex,887.763,888.84,[],[1|0|INCROOT 2|1|PUNCT],[co|yes ?],,,,,,,,,,MotherofAlex_Alex020523_313
314,Alex,Alex020523,my { yellow (?) } ones .,Alex,888.84,890.493,[],[1|2|MOD] [2|0|INCROOT] [3|2|OBJ 4|2|PUNCT],[det:poss|my] [n|yellow] [pro:indef|one-PL .],,,,,,,,,,AlexofAlex_Alex020523_314
315,Mother,Alex020523,huh ?,Alex,890.491,891.373,[],[1|0|INCROOT 2|1|PUNCT],[co|huh ?],,,,,,,,,,MotherofAlex_Alex020523_315
316,Alex,Alex020523,my { yellow (?) } ones my { yellow (?) } ones .,Alex,891.371,894.193,[],[1|2|MOD] [2|6|MOD] [3|5|QUANT] [4|5|MOD] [5|6|MOD] [6|0|ROOT 7|6|PUNCT],[det:poss|my] [n|yellow] [det:num|one-PL] [det:poss|my] [n|yellow] [pro:indef|one-PL .],,,,,,,,,,AlexofAlex_Alex020523_316
317,Mother,Alex020523,which ones ?,Alex,894.193,894.985,[],[1|2|LINK] [2|0|INCROOT 3|2|PUNCT],[pro:rel|which] [pro:indef|one-PL ?],,,,,,,,,,MotherofAlex_Alex020523_317
318,Alex,Alex020523,that ones .,Alex,894.985,896.476,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|that] [pro:indef|one-PL .],,,,,,,,,,AlexofAlex_Alex020523_318
319,Mother,Alex020523,what ?,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofAlex_Alex020523_319
320,Alex,Alex020523,my { yellow (?) } ones .,Alex,896.476,898.928,[],[1|2|MOD] [2|0|INCROOT] [3|2|OBJ 4|2|PUNCT],[det:poss|my] [n|yellow] [pro:indef|one-PL .],,,,,,,,,,AlexofAlex_Alex020523_320
321,Alex,Alex020523,my { yellow (?) } ones .,Alex,898.928,901.383,[],[1|2|MOD] [2|0|INCROOT] [3|2|OBJ 4|2|PUNCT],[det:poss|my] [n|yellow] [pro:indef|one-PL .],,,,,,,,,,AlexofAlex_Alex020523_321
322,Mother,Alex020523,ooh oh a little one ?,Alex,0.0,0.0,[],[1|0|ROOT] [2|5|COM] [3|5|DET] [4|5|MOD] [5|1|OBJ 6|1|PUNCT],[v|ooh] [co|oh] [det:art|a] [adj|little] [pro:indef|one ?],,,,,,,,,,MotherofAlex_Alex020523_322
323,Alex,Alex020523,please ?,Alex,901.383,902.528,[],[1|0|INCROOT 2|1|PUNCT],[co|please ?],,,,,,,,,,AlexofAlex_Alex020523_323
324,Mother,Alex020523,yup (replacement:replacement:yes) .,Alex,902.526,903.301,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofAlex_Alex020523_324
325,Alex,Alex020523,yup (replacement:replacement:yes) .,Alex,903.301,904.575,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,AlexofAlex_Alex020523_325
326,Mother,Alex020523,of course .,Alex,904.576,906.043,[],[1|0|INCROOT] [2|1|POBJ 3|1|PUNCT],[prep|of] [n|course .],,,,,,,,,,MotherofAlex_Alex020523_326
327,Alex,Alex020523,course .,Alex,906.043,906.893,[],[1|0|INCROOT 2|1|PUNCT],[n|course .],,,,,,,,,,AlexofAlex_Alex020523_327
328,Mother,Alex020523,sure .,Alex,906.893,907.915,[],[1|0|INCROOT 2|1|PUNCT],[adj|sure .],,,,,,,,,,MotherofAlex_Alex020523_328
329,Alex,Alex020523,sure .,Alex,907.916,908.608,[],[1|0|INCROOT 2|1|PUNCT],[adj|sure .],,,,,,,,,,AlexofAlex_Alex020523_329
330,Mother,Alex020523,I'll be right there .,Alex,908.608,910.31,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|JCT] [5|3|JCT 6|3|PUNCT],[pro:sub|I~mod|will] [cop|be] [adv|right] [adv|there .],,,,,,,,,,MotherofAlex_Alex020523_330
331,Alex,Alex020523,yyy .,Alex,910.31,920.015,MOT went over to help CHI with container,[],[],,,,,,,,,,AlexofAlex_Alex020523_331
332,Alex,Alex020523,xxx .,Alex,920.015,929.248,humming,[],[],,,,,,,,,,AlexofAlex_Alex020523_332
333,Mother,Alex020523,"whoops , green .",Alex,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|whoops cm|cm] [n|green .],,,,,,,,,,MotherofAlex_Alex020523_333
334,Alex,Alex020523,yyy yyy .,Alex,929.246,933.713,MOT sighs in background,[],[],,,,,,,,,,AlexofAlex_Alex020523_334
335,Alex,Alex020523,yyy one xxx .,Alex,933.711,938.398,[],[] [1|0|INCROOT] [2|1|PUNCT],[] [pro:indef|one] [.],,,,,,,,,,AlexofAlex_Alex020523_335
336,Alex,Alex020523,"yellow one , yellow one , yyy yyy yyy .",Alex,938.396,946.231,[],[1|0|INCROOT] [2|4|QUANT 3|2|LP] [4|1|XMOD] [5|4|OBJ 6|5|LP] [] [] [7|1|PUNCT],[n|yellow] [det:num|one cm|cm] [n|yellow] [det:num|one cm|cm] [] [] [.],,,,,,,,,,AlexofAlex_Alex020523_336
337,Alex,Alex020523,no yyy .,Alex,946.231,947.301,[],[1|0|INCROOT] [2|1|PUNCT],[co|no] [.],,,,,,,,,,AlexofAlex_Alex020523_337
338,Mother,Alex020523,would you like to get down ?,Alex,947.301,948.701,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|5|JCT 7|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [inf|to] [v|get] [adv|down ?],,,,,,,,,,MotherofAlex_Alex020523_338
339,Alex,Alex020523,please .,Alex,948.701,949.676,[],[1|0|INCROOT 2|1|PUNCT],[co|please .],,,,,,,,,,AlexofAlex_Alex020523_339
340,Mother,Alex020523,xxx ya (replacement:replacement:you) have_to pick up your Playdoh .,Alex,949.676,958.25,CHI gets down from chair and goes toward MOT and camera,[] [1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[] [pro:per|you] [mod:aux|have_to] [v|pick] [adv|up] [det:poss|your] [n:prop|Playdoh .],,,,,,,,,,MotherofAlex_Alex020523_340
341,Alex,Alex020523,yyy yyy yyy .,Alex,958.25,961.375,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_341
342,Alex,Alex020523,look look .,Alex,961.375,965.483,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|look] [co|look .],,,,,,,,,,AlexofAlex_Alex020523_342
343,Alex,Alex020523,Mommy cooking ?,Alex,965.483,966.675,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[n:prop|Mommy] [part|cook-PRESP ?],,,,,,,,,,AlexofAlex_Alex020523_343
344,Mother,Alex020523,yeah yeah .,Alex,0.0,0.0,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|yeah] [co|yeah .],,,,,,,,,,MotherofAlex_Alex020523_344
345,Alex,Alex020523,yyy .,Alex,966.675,968.306,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_345
346,Mother,Alex020523,you wanna help ?,Alex,968.306,969.185,[],[1|3|SUBJ] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:per|you] [mod:aux|wanna] [co|help ?],,,,,,,,,,MotherofAlex_Alex020523_346
347,Alex,Alex020523,yyy .,Alex,969.186,971.196,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_347
348,Alex,Alex020523,yyy .,Alex,971.196,973.576,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_348
349,Alex,Alex020523,what's that ?,Alex,973.576,985.058,CHI goes to camera equipment,[1|2|SUBJ 2|0|ROOT 3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S pro:dem|that ?],,,,,,,,,,AlexofAlex_Alex020523_349
350,Mother,Alex020523,"ah , what are you doing ?",Alex,985.058,986.315,[],[1|6|COM 2|1|LP] [3|6|SUBJ] [4|6|AUX] [5|6|SUBJ] [6|0|ROOT 7|6|PUNCT],[co|ah cm|cm] [pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofAlex_Alex020523_350
351,Mother,Alex020523,get away from there please .,Alex,986.315,996.038,[],[1|0|INCROOT] [2|1|PRED] [3|2|JCT] [4|3|POBJ] [5|3|POBJ 6|1|PUNCT],[aux|get] [adv|away] [prep|from] [adv|there] [co|please .],,,,,,,,,,MotherofAlex_Alex020523_351
352,Mother,Alex020523,come on .,Alex,996.038,996.851,[],[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|come] [adv|on .],,,,,,,,,,MotherofAlex_Alex020523_352
353,Alex,Alex020523,yyy yyy .,Alex,996.85,999.215,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_353
354,Mother,Alex020523,can you help me ?,Alex,999.215,1000.185,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|can] [pro:per|you] [v|help] [pro:obj|me ?],,,,,,,,,,MotherofAlex_Alex020523_354
355,Alex,Alex020523,help me cook .,Alex,1000.185,1001.246,[],[1|0|ROOT] [2|1|OBJ] [3|1|OBJ 4|1|PUNCT],[v|help] [pro:obj|me] [n|cook .],,,,,,,,,,AlexofAlex_Alex020523_355
356,Mother,Alex020523,would you like to help me cook now ?,Alex,1001.246,1002.823,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|5|OBJ] [7|5|OBJ] [8|7|NJCT 9|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [inf|to] [v|help] [pro:obj|me] [n|cook] [adv|now ?],,,,,,,,,,MotherofAlex_Alex020523_356
357,Alex,Alex020523,please .,Alex,1002.821,1003.458,[],[1|0|INCROOT 2|1|PUNCT],[co|please .],,,,,,,,,,AlexofAlex_Alex020523_357
358,Mother,Alex020523,alright let's get your bench .,Alex,1003.458,1005.043,[],[1|2|COM] [2|0|ROOT 3|2|OBJ] [4|2|XCOMP] [5|6|MOD] [6|4|OBJ 7|2|PUNCT],[co|alright] [v|let~pro:obj|us] [v|get] [det:poss|your] [n|bench .],,,,,,,,,,MotherofAlex_Alex020523_358
359,Alex,Alex020523,bench .,Alex,1005.043,1006.541,[],[1|0|INCROOT 2|1|PUNCT],[n|bench .],,,,,,,,,,AlexofAlex_Alex020523_359
360,Alex,Alex020523,{ jump (?) } up .,Alex,1006.541,1021.506,MOT and CHI prepare food together off camera,[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|jump] [adv|up .],,,,,,,,,,AlexofAlex_Alex020523_360
361,Mother,Alex020523,right here .,Alex,1021.506,1024.011,[],[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|right] [adv|here .],,,,,,,,,,MotherofAlex_Alex020523_361
362,Alex,Alex020523,cook .,Alex,1024.011,1024.938,[],[1|0|INCROOT 2|1|PUNCT],[n|cook .],,,,,,,,,,AlexofAlex_Alex020523_362
363,Mother,Alex020523,alright cmon (replacement:replacement:come on) .,Alex,1024.938,1025.756,[],[1|2|COM] [2|0|ROOT 3|2|JCT 4|2|PUNCT],[co|alright] [v|come adv|on .],,,,,,,,,,MotherofAlex_Alex020523_363
364,Alex,Alex020523,xxx yyy .,Alex,1025.755,1030.505,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_364
365,Alex,Alex020523,"cook , cook with Mommy .",Alex,1030.505,1032.887,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|3|NJCT] [5|4|POBJ 6|1|PUNCT],[n|cook cm|cm] [n|cook] [prep|with] [n:prop|Mommy .],,,,,,,,,,AlexofAlex_Alex020523_365
366,Mother,Alex020523,yes cooking with Mommy .,Alex,1032.887,1034.571,[],[1|2|COM] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[co|yes] [part|cook-PRESP] [prep|with] [n:prop|Mommy .],,,,,,,,,,MotherofAlex_Alex020523_366
367,Alex,Alex020523,cooking Mommy .,Alex,1034.569,1036.15,[],[1|0|INCROOT] [2|1|OBJ 3|1|PUNCT],[part|cook-PRESP] [n:prop|Mommy .],,,,,,,,,,AlexofAlex_Alex020523_367
368,Mother,Alex020523,yes this is what you have_to learn .,Alex,1036.15,1038.578,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|7|LINK] [5|7|SUBJ] [6|7|AUX] [7|3|PRED 8|3|PUNCT],[co|yes] [pro:dem|this] [cop|be&3S] [pro:int|what] [pro:per|you] [mod:aux|have_to] [v|learn .],,,,,,,,,,MotherofAlex_Alex020523_368
369,Alex,Alex020523,"cook , this one ?",Alex,1038.576,1040.772,[],[1|0|INCROOT 2|1|LP] [3|4|DET] [4|1|ENUM 5|1|PUNCT],[n|cook cm|cm] [pro:dem|this] [pro:indef|one ?],,,,,,,,,,AlexofAlex_Alex020523_369
370,Mother,Alex020523,you can have that .,Alex,1040.772,1041.974,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod|can] [v|have] [pro:dem|that .],,,,,,,,,,MotherofAlex_Alex020523_370
371,Alex,Alex020523,{ okay (?) } .,Alex,1041.974,1042.926,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,AlexofAlex_Alex020523_371
372,Mother,Alex020523,and hand me my other spoon .,Alex,1042.926,1044.588,[],[1|2|LINK] [2|0|ROOT] [3|2|OBJ] [4|6|COM] [5|6|QUANT] [6|2|OBJ 7|2|PUNCT],[coord|and] [v|hand] [pro:obj|me] [co|my] [qn|other] [n|spoon .],,,,,,,,,,MotherofAlex_Alex020523_372
373,Alex,Alex020523,spoon .,Alex,1044.588,1045.675,[],[1|0|INCROOT 2|1|PUNCT],[n|spoon .],,,,,,,,,,AlexofAlex_Alex020523_373
374,Mother,Alex020523,okay ?,Alex,1045.675,1046.178,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,MotherofAlex_Alex020523_374
375,Alex,Alex020523,"spoon , spoon yyy .",Alex,1046.176,1049.415,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|1|PUNCT],[n|spoon cm|cm] [n|spoon] [.],,,,,,,,,,AlexofAlex_Alex020523_375
376,Alex,Alex020523,spoons yyy .,Alex,1049.415,1051.235,[],[1|0|INCROOT] [2|1|PUNCT],[n|spoon-PL] [.],,,,,,,,,,AlexofAlex_Alex020523_376
377,Alex,Alex020523,yyy .,Alex,1051.236,1054.725,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_377
378,Mother,Alex020523,alright now you can do the salt .,Alex,0.0,0.0,[],[1|5|COM] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|DET] [7|5|OBJ 8|5|PUNCT],[co|alright] [adv|now] [pro:per|you] [mod|can] [v|do] [det:art|the] [n|salt .],,,,,,,,,,MotherofAlex_Alex020523_378
379,Alex,Alex020523,"salt , salt .",Alex,1054.725,1056.61,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[n|salt cm|cm] [n|salt .],,,,,,,,,,AlexofAlex_Alex020523_379
380,Mother,Alex020523,I'll help you .,Alex,1056.611,1059.85,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:sub|I~mod|will] [v|help] [pro:per|you .],,,,,,,,,,MotherofAlex_Alex020523_380
381,Alex,Alex020523,hey .,Alex,1059.85,1061.325,[],[1|0|INCROOT 2|1|PUNCT],[co|hey .],,,,,,,,,,AlexofAlex_Alex020523_381
382,Mother,Alex020523,hold the spoon .,Alex,0.0,0.0,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|hold] [det:art|the] [n|spoon .],,,,,,,,,,MotherofAlex_Alex020523_382
383,Alex,Alex020523,yyy .,Alex,1061.325,1063.44,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_383
384,Mother,Alex020523,alright xxx (t:t:interruption),Alex,0.0,0.0,[],[1|0|INCROOT] [2|1|PUNCT],[co|alright] [(mt:interruption)],,,,,,,,,,MotherofAlex_Alex020523_384
385,Mother,Alex020523,"no the little one , the little one .",Alex,0.0,0.0,[],[1|4|QUANT] [2|4|DET] [3|4|MOD] [4|0|ROOT 5|4|LP] [6|8|DET] [7|8|MOD] [8|4|ENUM 9|4|PUNCT],[qn|no] [det:art|the] [adj|little] [pro:indef|one cm|cm] [det:art|the] [adj|little] [pro:indef|one .],,,,,,,,,,MotherofAlex_Alex020523_385
386,Alex,Alex020523,yyy .,Alex,1063.44,1066.341,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_386
387,Mother,Alex020523,this little spoon .,Alex,1066.34,1067.28,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[pro:dem|this] [adj|little] [n|spoon .],,,,,,,,,,MotherofAlex_Alex020523_387
388,Mother,Alex020523,put this down .,Alex,1067.28,1068.086,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[v|put&ZERO] [pro:dem|this] [adv|down .],,,,,,,,,,MotherofAlex_Alex020523_388
389,Mother,Alex020523,okay ready ?,Alex,1068.086,1069.526,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|okay] [v|ready ?],,,,,,,,,,MotherofAlex_Alex020523_389
390,Mother,Alex020523,pour it in .,Alex,1069.528,1071.37,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[v|pour] [pro:per|it] [adv|in .],,,,,,,,,,MotherofAlex_Alex020523_390
391,Mother,Alex020523,xxx do a scoop: and put it in the bowl .,Alex,1071.37,1077.573,[],[] [1|0|ROOT] [2|3|DET] [3|1|OBJ] [4|1|CONJ] [5|4|COORD] [6|5|OBJ] [7|5|JCT] [8|9|DET] [9|7|POBJ 10|1|PUNCT],[] [v|do] [det:art|a] [n|scoop] [coord|and] [v|put&ZERO] [pro:per|it] [prep|in] [det:art|the] [n|bowl .],,,,,,,,,,MotherofAlex_Alex020523_391
392,Alex,Alex020523,yyy .,Alex,1077.573,1078.371,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_392
393,Mother,Alex020523,very good .,Alex,1078.371,1079.373,[],[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|very] [adj|good .],,,,,,,,,,MotherofAlex_Alex020523_393
394,Alex,Alex020523,yyy .,Alex,1079.373,1081.213,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_394
395,Mother,Alex020523,"there , excellent .",Alex,1081.213,1083.18,[],[1|3|JCT 2|1|LP] [3|0|INCROOT 4|3|PUNCT],[adv|there cm|cm] [adj|excellent .],,,,,,,,,,MotherofAlex_Alex020523_395
396,Alex,Alex020523,excellent .,Alex,1083.18,1085.236,[],[1|0|INCROOT 2|1|PUNCT],[adj|excellent .],,,,,,,,,,AlexofAlex_Alex020523_396
397,Mother,Alex020523,excellent .,Alex,1085.236,1091.566,[],[1|0|INCROOT 2|1|PUNCT],[adj|excellent .],,,,,,,,,,MotherofAlex_Alex020523_397
398,Mother,Alex020523,okay .,Alex,1091.566,1093.19,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofAlex_Alex020523_398
399,Alex,Alex020523,more ?,Alex,1093.19,1094.15,[],[1|0|INCROOT 2|1|PUNCT],[pro:indef|more ?],,,,,,,,,,AlexofAlex_Alex020523_399
400,Mother,Alex020523,you need to do more cooking ?,Alex,1094.15,1095.991,[],[1|2|SUBJ] [2|0|ROOT] [3|4|INF] [4|2|XCOMP] [5|4|JCT] [6|4|XJCT 7|2|PUNCT],[pro:per|you] [v|need] [inf|to] [v|do] [adv|more] [part|cook-PRESP ?],,,,,,,,,,MotherofAlex_Alex020523_400
401,Alex,Alex020523,more cook .,Alex,1095.991,1096.686,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[qn|more] [n|cook .],,,,,,,,,,AlexofAlex_Alex020523_401
402,Mother,Alex020523,oh sure .,Alex,1096.686,1097.938,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|oh] [adj|sure .],,,,,,,,,,MotherofAlex_Alex020523_402
403,Alex,Alex020523,yyy yyy .,Alex,1097.936,1099.706,[],[],[],,,,,,,,,,AlexofAlex_Alex020523_403
404,Mother,Alex020523,xxx .,Alex,0.0,0.0,[],[],[],,,,,,,,,,MotherofAlex_Alex020523_404
405,Mother,Alex020523,that's (t:t:self interruption),Alex,1099.706,1101.541,[],[1|2|SUBJ 2|0|ROOT 3|2|PUNCT],[pro:dem|that~cop|be&3S (mt:self interruption)],,,,,,,,,,MotherofAlex_Alex020523_405
406,Mother,Alex020523,no this is butter .,Alex,0.0,0.0,[],[1|2|QUANT] [2|3|SUBJ] [3|0|ROOT] [4|3|PRED 5|3|PUNCT],[qn|no] [pro:dem|this] [cop|be&3S] [v|butter .],,,,,,,,,,MotherofAlex_Alex020523_406
407,Alex,Alex020523,"butter , yyy butter .",Alex,1101.543,1104.15,[],[1|0|INCROOT 2|1|LP] [] [3|1|ENUM 4|1|PUNCT],[n|butter cm|cm] [] [n|butter .],,,,,,,,,,AlexofAlex_Alex020523_407
408,Mother,Alex020523,yeah .,Alex,1104.15,1105.388,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofAlex_Alex020523_408
409,Mother,Alex020523,xxx .,Alex,0.0,0.0,[],[],[],,,,,,,,,,MotherofAlex_Alex020523_409
410,Alex,Alex020523,cheese !,Alex,1105.388,1106.941,[],[1|0|INCROOT 2|1|PUNCT],[n|cheese !],,,,,,,,,,AlexofAlex_Alex020523_410
