Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
121,120,Mother,Alex010614,can you get Mommy one ?,Alex,498.488,507.371,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[mod|can] [pro:per|you] [v|get] [n:prop|Mommy] [pro:indef|one ?],MotherofAlex_Alex010614_120
122,121,Alex,Alex010614,yyy .,Alex,507.371,518.57,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_121
123,122,Mother,Alex010614,thank you .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_122
124,123,Alex,Alex010614,yyy .,Alex,518.57,521.492,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_123
125,124,Mother,Alex010614,oh that's lovely .,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[co|oh] [pro:dem|that~cop|be&3S] [adj|love&dn-LY .],MotherofAlex_Alex010614_124
126,125,Mother,Alex010614,oh another one .,Alex,521.492,524.853,[],,,,,,,,,,,[1|3|COM] [2|3|QUANT] [3|0|INCROOT 4|3|PUNCT],[co|oh] [qn|another] [pro:indef|one .],MotherofAlex_Alex010614_125
127,126,Alex,Alex010614,yyy .,Alex,524.853,527.065,ɑ is shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_126
128,127,Mother,Alex010614,thank you .,Alex,527.065,528.688,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_127
129,128,Mother,Alex010614,howbout (replacement:replacement:how about) some of these (t:t:self interruption question),Alex,528.686,537.111,[],,,,,,,,,,,[1|0|INCROOT 2|1|JCT] [3|2|POBJ] [4|3|NJCT] [5|4|POBJ 6|1|PUNCT],[adv:int|how prep|about] [qn|some] [prep|of] [pro:dem|these (mt:self interruption question)],MotherofAlex_Alex010614_128
130,129,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,second ɛ is shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_129
131,130,Mother,Alex010614,thank you .,Alex,537.113,538.651,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_130
132,131,Alex,Alex010614,yyy yyy .,Alex,538.651,539.885,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_131
133,132,Alex,Alex010614,yyy .,Alex,539.885,543.131,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_132
134,133,Alex,Alex010614,yyy yyy yyy .,Alex,543.131,546.25,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_133
135,134,Mother,Alex010614,what is that ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_134
136,135,Alex,Alex010614,yyy yyy .,Alex,546.25,549.926,first vowel shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_135
137,136,Mother,Alex010614,oh that's for me ?,Alex,549.926,550.89,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[co|oh] [pro:dem|that~cop|be&3S] [prep|for] [pro:obj|me ?],MotherofAlex_Alex010614_136
138,137,Mother,Alex010614,thank you .,Alex,550.89,551.81,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_137
139,138,Alex,Alex010614,yyy yyy .,Alex,551.81,554.573,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_138
140,139,Mother,Alex010614,thank you that's a gravel pit .,Alex,554.573,558.546,[],,,,,,,,,,,[1|4|LINK] [2|1|OBJ] [3|4|SUBJ 4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|PRED 8|4|PUNCT],[v|thank] [pro:per|you] [pro:dem|that~cop|be&3S] [det:art|a] [n|gravel] [n|pit .],MotherofAlex_Alex010614_139
141,140,Mother,Alex010614,okay howbout (replacement:replacement:how about) another one ?,Alex,558.546,561.631,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT 3|2|JCT] [4|5|QUANT] [5|3|POBJ 6|2|PUNCT],[co|okay] [adv:int|how prep|about] [qn|another] [pro:indef|one ?],MotherofAlex_Alex010614_140
142,141,Mother,Alex010614,Alex howbout (replacement:replacement:how about) those ?,Alex,561.631,570.1,[],,,,,,,,,,,[1|0|INCROOT] [2|1|COBJ 3|2|JCT] [4|3|POBJ 5|1|PUNCT],[n:prop|Alex] [adv:int|how prep|about] [pro:dem|those ?],MotherofAlex_Alex010614_141
143,142,Mother,Alex010614,over there look .,Alex,570.1,571.22,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|over] [adv|there] [v|look .],MotherofAlex_Alex010614_142
144,143,Mother,Alex010614,howbout (replacement:replacement:how about) the tracks ?,Alex,571.22,572.86,[],,,,,,,,,,,[1|4|LINK 2|4|JCT] [3|4|DET] [4|0|INCROOT 5|4|PUNCT],[adv:int|how adv|about] [det:art|the] [n|track-PL ?],MotherofAlex_Alex010614_143
145,144,Mother,Alex010614,can you give Mommy the tracks ?,Alex,572.86,574.196,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|DET] [6|4|OBJ 7|3|PUNCT],[mod|can] [pro:per|you] [v|give] [n:prop|Mommy] [det:art|the] [n|track-PL ?],MotherofAlex_Alex010614_144
146,145,Mother,Alex010614,thank you let's see .,Alex,574.196,580.881,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|COMP 4|3|OBJ] [5|3|XCOMP 6|1|PUNCT],[v|thank] [pro:per|you] [v|let~pro:obj|us] [v|see .],MotherofAlex_Alex010614_145
147,146,Mother,Alex010614,this (t:t:trail off),Alex,580.881,585.611,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[pro:dem|this (mt:trail off)],MotherofAlex_Alex010614_146
148,147,Mother,Alex010614,I have no idea where this goes .,Alex,585.611,588.723,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|7|LINK] [6|7|SUBJ] [7|4|CMOD 8|2|PUNCT],[pro:sub|I] [v|have] [qn|no] [n|idea] [adv:int|where] [pro:dem|this] [v|go-3S .],MotherofAlex_Alex010614_147
149,148,Mother,Alex010614,thought you were helping me .,Alex,588.723,596.105,[],,,,,,,,,,,[1|0|ROOT] [2|4|SUBJ] [3|4|AUX] [4|1|COMP] [5|4|OBJ 6|1|PUNCT],[v|think&PAST] [pro:per|you] [aux|be&PAST] [part|help-PRESP] [pro:obj|me .],MotherofAlex_Alex010614_148
150,149,Mother,Alex010614,I lost my helper .,Alex,596.105,602.081,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[pro:sub|I] [v|lose&PAST] [det:poss|my] [n|help&dv-AGT .],MotherofAlex_Alex010614_149
151,150,Mother,Alex010614,woah .,Alex,602.081,632.513,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|woah .],MotherofAlex_Alex010614_150
152,151,Alex,Alex010614,yyy .,Alex,632.513,635.478,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_151
153,152,Mother,Alex010614,woah .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|woah .],MotherofAlex_Alex010614_152
154,153,Alex,Alex010614,yyy yyy .,Alex,635.478,638.288,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_153
155,154,Mother,Alex010614,Mommy get you a tissue .,Alex,638.288,643.085,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ2] [4|5|DET] [5|2|OBJ 6|2|PUNCT],[n:prop|Mommy] [v|get] [pro:per|you] [det:art|a] [n|tissue .],MotherofAlex_Alex010614_154
156,155,Mother,Alex010614,here's (.) Alex here's another one .,Alex,643.085,649.033,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|5|JCT] [4|5|SUBJ 5|2|PRED] [6|7|QUANT] [7|5|PRED 8|2|PUNCT],[pro:exist|here~cop|be&3S] [n:prop|Alex] [pro:exist|here~cop|be&3S] [qn|another] [pro:indef|one .],MotherofAlex_Alex010614_155
157,156,Mother,Alex010614,let me see your little face .,Alex,649.033,658.185,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|6|MOD] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[0v|let] [pro:obj|me] [v|see] [det:poss|your] [adj|little] [n|face .],MotherofAlex_Alex010614_156
158,157,Mother,Alex010614,c'mere (replacement:replacement:come here) .,Alex,658.185,660.198,[],,,,,,,,,,,[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|here .],MotherofAlex_Alex010614_157
159,158,Mother,Alex010614,thank you .,Alex,660.198,661.48,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_158
160,159,Mother,Alex010614,okay ?,Alex,661.48,662.491,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_159
161,160,Mother,Alex010614,what was that Alex ?,Alex,662.491,692.968,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT] [3|4|LINK] [4|2|PRED 5|2|PUNCT],[pro:int|what] [cop|be&PAST&13S] [pro:rel|that] [n:prop|Alex ?],MotherofAlex_Alex010614_160
162,161,Mother,Alex010614,ball ?,Alex,692.968,694.38,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|ball ?],MotherofAlex_Alex010614_161
163,162,Mother,Alex010614,xxx .,Alex,694.38,711.351,silence,,,,,,,,,,,[],[],MotherofAlex_Alex010614_162
164,163,Alex,Alex010614,yyy !,Alex,711.351,719.948,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_163
165,164,Alex,Alex010614,yyy !,Alex,719.948,721.506,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_164
166,165,Mother,Alex010614,is it stuck ?,Alex,721.506,722.888,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[aux|be&3S] [pro:per|it] [v|stick&PAST ?],MotherofAlex_Alex010614_165
167,166,Mother,Alex010614,c'mere (replacement:replacement:come here) .,Alex,722.888,726.976,[],,,,,,,,,,,[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|here .],MotherofAlex_Alex010614_166
168,167,Mother,Alex010614,get the other one .,Alex,726.976,728.025,[],,,,,,,,,,,[1|0|ROOT] [2|4|DET] [3|4|QUANT] [4|1|OBJ 5|1|PUNCT],[v|get] [det:art|the] [qn|other] [pro:indef|one .],MotherofAlex_Alex010614_167
169,168,Mother,Alex010614,over there .,Alex,728.025,735.76,[],,,,,,,,,,,[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[adv|over] [adv|there .],MotherofAlex_Alex010614_168
170,169,Mother,Alex010614,see em (replacement:replacement:them) ?,Alex,735.76,737.113,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|see] [pro:obj|them ?],MotherofAlex_Alex010614_169
171,170,Mother,Alex010614,did you get the other ones ?,Alex,737.113,746.901,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|QUANT] [6|3|OBJ 7|3|PUNCT],[v|do&PAST] [pro:per|you] [v|get] [det:art|the] [qn|other] [pro:indef|one-PL ?],MotherofAlex_Alex010614_170
172,171,Mother,Alex010614,what's that ?,Alex,746.901,749.198,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_171
173,172,Alex,Alex010614,yyy .,Alex,749.198,752.488,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_172
174,173,Mother,Alex010614,that's not a phone .,Alex,752.486,755.55,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|NEG] [4|5|DET] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [neg|not] [det:art|a] [n|phone .],MotherofAlex_Alex010614_173
175,174,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_174
176,175,Mother,Alex010614,hi there .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[co|hi] [adv|there .],MotherofAlex_Alex010614_175
177,176,Alex,Alex010614,yyy .,Alex,755.551,757.183,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_176
178,177,Alex,Alex010614,yyy yyy .,Alex,757.183,758.95,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_177
179,178,Alex,Alex010614,yyy yyy yyy .,Alex,758.95,761.173,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_178
180,179,Alex,Alex010614,yyy .,Alex,761.173,764.496,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_179
181,180,Alex,Alex010614,yyy .,Alex,764.496,765.656,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_180
182,181,Alex,Alex010614,yyy yyy .,Alex,765.656,771.79,no vowel after tʃ[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_181
183,182,Mother,Alex010614,wait,Alex,0.0,0.0,[],,,,,,,,,,,[1|4|COM],[co|wait],MotherofAlex_Alex010614_182
184,182,Mother,Alex010614,don't go without me .,Alex,771.79,773.315,[],,,,,,,,,,,[2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[mod|do~neg|not] [v|go] [prep|without] [pro:obj|me .],MotherofAlex_Alex010614_182
185,183,Alex,Alex010614,yyy .,Alex,773.315,776.701,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_183
186,184,Mother,Alex010614,you're all twisted (.),Alex,0.0,0.0,[],,,,,,,,,,,[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT] ,[pro:per|you~aux|be&PRES] [adv|all] [part|twist-PASTP],MotherofAlex_Alex010614_184
187,184,Mother,Alex010614,untwist .,Alex,0.0,0.0,[],,,,,,,,,,, [5|4|OBJ 6|4|PUNCT],[un#v|twist .],MotherofAlex_Alex010614_184
188,185,Mother,Alex010614,this way .,Alex,776.701,778.383,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|way .],MotherofAlex_Alex010614_185
189,186,Mother,Alex010614,this way this way .,Alex,778.383,779.965,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[pro:dem|this] [n|way] [pro:dem|this] [n|way .],MotherofAlex_Alex010614_186
190,187,Mother,Alex010614,this way .,Alex,779.965,781.38,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|way .],MotherofAlex_Alex010614_187
191,188,Mother,Alex010614,okay ?,Alex,781.38,782.446,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_188
192,189,Mother,Alex010614,mm fix this .,Alex,782.446,784.7,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[co|mm] [v|fix] [pro:dem|this .],MotherofAlex_Alex010614_189
193,190,Mother,Alex010614,okay ?,Alex,784.7,793.023,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_190
194,191,Mother,Alex010614,oh don't pull Mommy .,Alex,793.023,800.038,[],,,,,,,,,,,[1|4|COM] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|oh] [mod|do~neg|not] [v|pull] [n:prop|Mommy .],MotherofAlex_Alex010614_191
195,192,Mother,Alex010614,wow .,Alex,800.038,804.233,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_192
196,193,Mother,Alex010614,don't break it Alex .,Alex,804.233,807.573,[],,,,,,,,,,,[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|OBJ] [5|3|OBJ 6|3|PUNCT],[mod|do~neg|not] [v|break] [pro:per|it] [n:prop|Alex .],MotherofAlex_Alex010614_193
197,194,Mother,Alex010614,that's not nice ,Alex,807.573,810.105,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|NEG] [4|8|JCT],[pro:dem|that~cop|be&3S] [neg|not] [adj|nice],MotherofAlex_Alex010614_194
198,194,Mother,Alex010614,you can't do that .,Alex,0.0,0.0,[],,,,,,,,,,,[6|8|AUX 7|6|NEG] [8|2|PRED] [9|8|OBJ 10|2|PUNCT], [pro:per|you] [mod|can~neg|not] [v|do] [pro:dem|that .],MotherofAlex_Alex010614_194
199,195,Mother,Alex010614,this isn't yours .,Alex,810.105,811.953,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT 3|2|NEG] [4|2|PRED 5|2|PUNCT],[pro:dem|this] [cop|be&3S~neg|not] [pro:poss|yours .],MotherofAlex_Alex010614_195
200,196,Mother,Alex010614,okay that's enough .,Alex,811.953,813.38,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|JCT 5|3|PUNCT],[co|okay] [pro:dem|that~cop|be&3S] [adv|enough .],MotherofAlex_Alex010614_196
201,197,Mother,Alex010614,help Mommy build the tracks .,Alex,813.38,814.818,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[n|help] [n:prop|Mommy] [v|build] [det:art|the] [n|track-PL .],MotherofAlex_Alex010614_197
202,198,Mother,Alex010614,get the balls .,Alex,814.818,815.681,[],,,,,,,,,,,[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|get] [det:art|the] [n|ball-PL .],MotherofAlex_Alex010614_198
203,199,Mother,Alex010614,go get the rocks .,Alex,815.681,817.035,[],,,,,,,,,,,[1|2|SRL] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[v|go] [v|get] [det:art|the] [n|rock-PL .],MotherofAlex_Alex010614_199
204,200,Mother,Alex010614,see em (replacement:replacement:them) ?,Alex,817.035,818.12,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|see] [pro:obj|them ?],MotherofAlex_Alex010614_200
205,201,Mother,Alex010614,see em (replacement:replacement:them) ?,Alex,818.12,819.305,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|see] [pro:obj|them ?],MotherofAlex_Alex010614_201
206,202,Mother,Alex010614,bring em (replacement:replacement:them) over here .,Alex,819.305,833.173,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|1|JCT 5|1|PUNCT],[v|bring] [pro:obj|them] [adv|over] [adv|here .],MotherofAlex_Alex010614_202
207,203,Mother,Alex010614,bring em (replacement:replacement:them) over here .,Alex,833.173,835.113,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|1|JCT 5|1|PUNCT],[v|bring] [pro:obj|them] [adv|over] [adv|here .],MotherofAlex_Alex010614_203
208,204,Mother,Alex010614,careful .,Alex,835.113,843.366,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|careful .],MotherofAlex_Alex010614_204
209,205,Mother,Alex010614,are you (t:t:trail off),Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT] [2|1|PRED 3|1|PUNCT],[cop|be&PRES] [pro:per|you (mt:trail off)],MotherofAlex_Alex010614_205
210,206,Mother,Alex010614,oh (.) c'mere (replacement:replacement:come here) .,Alex,843.366,848.056,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT 3|2|JCT 4|2|PUNCT],[co|oh] [v|come adv|here .],MotherofAlex_Alex010614_206
211,207,Mother,Alex010614,what happened ?,Alex,848.056,848.93,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT 3|2|PUNCT],[pro:int|what] [v|happen-PAST ?],MotherofAlex_Alex010614_207
212,208,Mother,Alex010614,you got hurt ?,Alex,848.93,849.883,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|get&PAST] [v|hurt&ZERO ?],MotherofAlex_Alex010614_208
213,209,Mother,Alex010614,you're alright .,Alex,849.883,851.565,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|you~cop|be&PRES] [adj|alright .],MotherofAlex_Alex010614_209
214,210,Mother,Alex010614,you just have_to pay attention to when you run (.),Alex,851.565,855.276,[],,,,,,,,,,,[1|4|SUBJ] [2|4|JCT] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|9|LINK],[pro:per|you] [adv|just] [mod:aux|have_to] [v|pay] [n|attention] [prep|to] [conj|when] [pro:per|you] [v|run] ,MotherofAlex_Alex010614_210
215,210,Mother,Alex010614,you run so fast .,Alex,0.0,0.0,[],,,,,,,,,,,[8|9|SUBJ] [9|4|CJCT] [10|9|OBJ] [11|9|COMP] [12|13|JCT] [13|11|JCT 14|4|PUNCT],[pro:per|you] [v|run] [adv|so] [adv|fast .],MotherofAlex_Alex010614_210
216,211,Mother,Alex010614,you've (replacement:replacement:you have) to go slow .,Alex,855.276,856.836,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|INF] [4|2|XCOMP] [5|4|JCT 6|2|PUNCT],[pro:per|you v|have] [inf|to] [v|go] [adv|slow .],MotherofAlex_Alex010614_211
217,212,Alex,Alex010614,{ slow (?) } .,Alex,856.836,860.418,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|slow .],AlexofAlex_Alex010614_212
218,213,Mother,Alex010614,o@l .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:let|o .],MotherofAlex_Alex010614_213
219,214,Mother,Alex010614,lemme (replacement:replacement:let me) fix your pants .,Alex,860.418,861.633,[],,,,,,,,,,,[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|MOD] [5|3|OBJ 6|1|PUNCT],[v|let&ZERO pro:obj|me] [v|fix] [det:poss|your] [n:pt|pants .],MotherofAlex_Alex010614_214
220,215,Mother,Alex010614,okay ?,Alex,861.633,865.958,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_215
221,216,Mother,Alex010614,you alright now ?,Alex,865.958,867.61,[],,,,,,,,,,,[1|0|INCROOT] [2|3|COM] [3|1|JCT 4|1|PUNCT],[pro:per|you] [co|alright] [adv|now ?],MotherofAlex_Alex010614_216
222,217,Alex,Alex010614,yyy .,Alex,867.61,874.355,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_217
223,218,Mother,Alex010614,okay .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_218
224,219,Alex,Alex010614,yyy yyy .,Alex,874.355,877.786,first cluster difficult to discern[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_219
225,220,Mother,Alex010614,what's that ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_220
226,221,Mother,Alex010614,what's that ?,Alex,877.786,880.77,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_221
227,222,Alex,Alex010614,yyy yyy .,Alex,880.77,886.731,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_222
228,223,Mother,Alex010614,what's that ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_223
229,224,Mother,Alex010614,what's that (.),Alex,886.731,888.975,[],,,,,,,,,,,[1|2|SUBJ 2|5|SUBJ] [3|5|JCT],[pro:int|what~cop|be&3S] [pro:dem|that],MotherofAlex_Alex010614_224
230,224,Mother,Alex010614,what's that ?,Alex,0.0,0.0,[],,,,,,,,,,,[4|5|SUBJ 5|0|ROOT] [6|5|PRED 7|5|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_224
231,225,Mother,Alex010614,where's the (.) where's your (.) rocks ?,Alex,888.975,890.916,[],,,,,,,,,,,[1|2|LINK 2|0|ROOT] [3|7|DET] [4|7|LINK 5|7|AUX] [6|7|MOD] [7|2|PRED 8|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [pro:rel|where~aux|be&3S] [det:poss|your] [n|rock-PL ?],MotherofAlex_Alex010614_225
232,226,Mother,Alex010614,go get the rocks .,Alex,890.916,892.3,[],,,,,,,,,,,[1|2|SRL] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[v|go] [v|get] [det:art|the] [n|rock-PL .],MotherofAlex_Alex010614_226
233,227,Mother,Alex010614,go get em (replacement:replacement:them) (.) xxx get up .,Alex,892.3,893.92,[],,,,,,,,,,,[1|2|SRL] [2|0|ROOT] [3|2|OBJ] [] [4|2|XCOMP] [5|4|JCT 6|2|PUNCT],[v|go] [v|get] [pro:obj|them] [] [v|get] [adv|up .],MotherofAlex_Alex010614_227
234,228,Mother,Alex010614,up up up up up .,Alex,893.92,895.703,[],,,,,,,,,,,[1|3|JCT] [2|3|JCT] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[adv|up] [adv|up] [adv|up] [adv|up] [adv|up .],MotherofAlex_Alex010614_228
235,229,Mother,Alex010614,that's the remote .,Alex,895.703,903.951,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|the] [n|remote .],MotherofAlex_Alex010614_229
236,230,Alex,Alex010614,yyy yyy .,Alex,903.951,909.446,hard to hear as MOT is moving toys around[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_230
237,231,Alex,Alex010614,yyy .,Alex,909.446,911.463,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_231
238,232,Alex,Alex010614,yyy yyy yyy .,Alex,911.463,913.548,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_232
239,233,Alex,Alex010614,yyy yyy yyy .,Alex,913.548,915.241,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_233
240,234,Alex,Alex010614,yyy yyy yyy yyy yyy yyy .,Alex,915.241,918.288,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_234
