Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
288,Mother,Violet030600,"yeah yeah said Elvis , I'm here .",Violet,592.431,594.271,[],[1|3|COM] [2|3|COM] [3|0|ROOT] [4|3|OBJ 5|4|LP] [6|7|SUBJ 7|3|COMP] [8|7|JCT 9|3|PUNCT],[co|yeah] [co|yeah] [v|say&PAST] [n:prop|Elvis cm|cm] [pro:sub|I~cop|be&1S] [adv|here .],,,,,,,,,,MotherofViolet_Violet030600_288
289,Mother,Violet030600,thanks to you the chickens won't let me in the coupe unless I help .,Violet,594.271,598.893,[],[1|8|COM] [2|8|JCT] [3|2|POBJ] [4|5|DET] [5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|0|ROOT] [9|8|OBJ] [10|8|JCT] [11|12|DET] [12|10|POBJ] [13|15|LINK] [14|15|SUBJ] [15|8|CJCT 16|8|PUNCT],[co|thanks] [prep|to] [pro:per|you] [det:art|the] [n|chicken-PL] [mod|will~neg|not] [v|let&ZERO] [pro:obj|me] [prep|in] [det:art|the] [n|coupe] [conj|unless] [pro:sub|I] [co|help .],,,,,,,,,,MotherofViolet_Violet030600_289
290,Mother,Violet030600,Moo peaked out of the dusty window .,Violet,598.893,600.475,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|2|JCT] [5|7|DET] [6|7|MOD] [7|4|POBJ 8|2|PUNCT],[n:prop|Moo] [v|peak-PAST] [adv|out] [prep|of] [det:art|the] [adj|dust&dn-Y] [n|window .],,,,,,,,,,MotherofViolet_Violet030600_290
291,Mother,Violet030600,"here comes the farmer , she said .",Violet,600.478,602.491,[],[1|2|JCT] [2|0|ROOT] [3|4|DET] [4|2|SUBJ 5|2|LP] [6|7|SUBJ] [7|2|CJCT 8|2|PUNCT],[adv|here] [v|come-3S] [det:art|the] [n|farm&dv-AGT cm|cm] [pro:sub|she] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_291
292,Mother,Violet030600,"he knows , said one of the sheep .",Violet,602.491,604.221,[],[1|2|SUBJ] [2|0|ROOT 3|2|LP] [4|2|COMP] [5|4|OBJ] [6|5|NJCT] [7|8|DET] [8|6|POBJ 9|2|PUNCT],[pro:sub|he] [v|know-3S cm|cm] [v|say&PAST] [det:num|one] [prep|of] [det:art|the] [n|sheep .],,,,,,,,,,MotherofViolet_Violet030600_292
293,Mother,Violet030600,the dog told on us !,Violet,604.223,605.725,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[det:art|the] [n|dog] [v|tell&PAST] [prep|on] [pro:obj|us !],,,,,,,,,,MotherofViolet_Violet030600_293
294,Mother,Violet030600,"quiet , Minnie said .",Violet,605.725,607.363,[],[1|4|LINK 2|1|LP] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[n|quiet cm|cm] [n:prop|Minnie] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_294
295,Mother,Violet030600,"attack of the Easter bunnies , chapter: (t:t:trail off question)",Violet,607.363,610.176,[],[1|0|INCROOT] [2|1|NJCT] [3|5|DET] [4|5|MOD] [5|7|MOD 6|5|LP] [7|2|POBJ 8|1|PUNCT],[n|attack] [prep|of] [det:art|the] [n:prop|Easter] [n|bunny-PL cm|cm] [n|chapter (mt:trail off question)],,,,,,,,,,MotherofViolet_Violet030600_295
296,Violet,Violet030600,xxx .,Violet,610.176,611.15,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_296
297,Mother,Violet030600,what ?,Violet,611.151,612.351,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofViolet_Violet030600_297
298,Violet,Violet030600,eight .,Violet,612.351,612.821,[],[1|0|INCROOT 2|1|PUNCT],[det:num|eight .],,,,,,,,,,VioletofViolet_Violet030600_298
299,Mother,Violet030600,eight .,Violet,612.823,613.401,[],[1|0|INCROOT 2|1|PUNCT],[det:num|eight .],,,,,,,,,,MotherofViolet_Violet030600_299
300,Mother,Violet030600,the farmer opened the door .,Violet,613.401,614.661,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[det:art|the] [n|farm&dv-AGT] [v|open-PAST] [det:art|the] [n|door .],,,,,,,,,,MotherofViolet_Violet030600_300
301,Mother,Violet030600,"where did I hang that old Easter bunny suit , he grumbled .",Violet,614.661,618.005,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|9|DET] [6|9|MOD] [7|9|MOD] [8|9|MOD] [9|4|OBJ 10|9|LP] [11|12|SUBJ] [12|9|ENUM 13|4|PUNCT],[adv:int|where] [mod|do&PAST] [pro:sub|I] [v|hang] [pro:dem|that] [adj|old] [n:prop|Easter] [n|bunny] [n|suit cm|cm] [pro:sub|he] [v|grumble-PAST .],,,,,,,,,,MotherofViolet_Violet030600_301
302,Mother,Violet030600,he turned on the light .,Violet,618.005,619.141,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:sub|he] [v|turn-PAST] [prep|on] [det:art|the] [n|light .],,,,,,,,,,MotherofViolet_Violet030600_302
303,Mother,Violet030600,xxx !,Violet,619.141,620.276,MOT is making noises like a sheep,[],[],,,,,,,,,,MotherofViolet_Violet030600_303
304,Mother,Violet030600,shouted the sheep .,Violet,620.276,621.39,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|shout-PAST] [det:art|the] [n|sheep .],,,,,,,,,,MotherofViolet_Violet030600_304
305,Mother,Violet030600,"ah: shouted the farmer , he ran out the door .",Violet,621.39,624.685,[],[1|2|COM] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|4|LP] [6|7|SUBJ] [7|2|COMP] [8|7|JCT] [9|10|DET] [10|8|POBJ 11|2|PUNCT],[co|ah] [v|shout-PAST] [det:art|the] [n|farm&dv-AGT cm|cm] [pro:sub|he] [v|run&PAST] [prep|out] [det:art|the] [n|door .],,,,,,,,,,MotherofViolet_Violet030600_305
306,Mother,Violet030600,"save the children , the farmer cried .",Violet,624.685,626.741,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|3|LP] [5|6|DET] [6|3|XMOD] [7|6|XMOD 8|1|PUNCT],[v|save] [det:art|the] [n|child&PL cm|cm] [det:art|the] [n|farm&dv-AGT] [part|cry-PASTP .],,,,,,,,,,MotherofViolet_Violet030600_306
307,Mother,Violet030600,giant rabbits in the toolshed !,Violet,626.741,629.538,[],[1|2|MOD] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[n|giant] [n|rabbit-PL] [prep|in] [det:art|the] [n|+n|tool+n|shed !],,,,,,,,,,MotherofViolet_Violet030600_307
308,Mother,Violet030600,what's all the shouting about ?,Violet,629.538,630.73,[],[1|5|SUBJ 2|5|AUX] [3|5|QUANT] [4|5|DET] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[pro:int|what~aux|be&3S] [qn|all] [det:art|the] [part|shout-PRESP] [adv|about ?],,,,,,,,,,MotherofViolet_Violet030600_308
309,Mother,Violet030600,said Missus_Farmer .,Violet,630.733,632.125,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say&PAST] [n:prop|Missus_Farmer .],,,,,,,,,,MotherofViolet_Violet030600_309
310,Mother,Violet030600,"attack of the Easter bunnies , gasped the farmer .",Violet,632.126,635.27,[],[1|7|SUBJ] [2|1|NJCT] [3|5|DET] [4|5|MOD] [5|2|POBJ 6|1|LP] [7|0|ROOT] [8|9|DET] [9|7|OBJ 10|7|PUNCT],[n|attack] [prep|of] [det:art|the] [n:prop|Easter] [n|bunny-PL cm|cm] [v|gasp-PAST] [det:art|the] [n|farm&dv-AGT .],,,,,,,,,,MotherofViolet_Violet030600_310
311,Mother,Violet030600,"Easter bunnies , said Mrs Farmer .",Violet,635.27,637.41,[],[1|4|LINK] [2|4|SUBJ 3|2|LP] [4|0|ROOT] [5|6|SUBJ] [6|4|OBJ 7|4|PUNCT],[n:prop|Easter] [n|bunny-PL cm|cm] [v|say&PAST] [n:prop|Mrs] [n:prop|Farmer .],,,,,,,,,,MotherofViolet_Violet030600_311
312,Mother,Violet030600,"Easter bunnies , said the children .",Violet,637.4110000000001,638.885,[],[1|4|LINK] [2|4|SUBJ 3|2|LP] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[n:prop|Easter] [n|bunny-PL cm|cm] [v|say&PAST] [det:art|the] [n|child&PL .],,,,,,,,,,MotherofViolet_Violet030600_312
313,Mother,Violet030600,look here they come !,Violet,638.885,640.798,[],[1|0|ROOT] [2|4|JCT] [3|4|SUBJ] [4|1|COMP 5|1|PUNCT],[v|look] [adv|here] [pro:sub|they] [v|come !],,,,,,,,,,MotherofViolet_Violet030600_313
314,Mother,Violet030600,the sheep ran out of the toolshed .,Violet,640.798,642.54,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|7|DET] [7|5|POBJ 8|3|PUNCT],[det:art|the] [n|sheep] [v|run&PAST] [adv|out] [prep|of] [det:art|the] [n|+n|tool+n|shed .],,,,,,,,,,MotherofViolet_Violet030600_314
315,Mother,Violet030600,"frisk , Moo yelled , frisk !",Violet,642.54,644.95,[],[1|6|LINK 2|1|LP] [3|6|SUBJ] [4|6|AUX 5|4|LP] [6|0|ROOT 7|6|PUNCT],[v|frisk cm|cm] [n:prop|Moo] [part|yell-PASTP cm|cm] [v|frisk !],,,,,,,,,,MotherofViolet_Violet030600_315
316,Mother,Violet030600,Moo pointed at Elvis .,Violet,644.95,646.475,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[n:prop|Moo] [v|point-PAST] [prep|at] [n:prop|Elvis .],,,,,,,,,,MotherofViolet_Violet030600_316
317,Mother,Violet030600,go !,Violet,646.476,647.093,[],[1|0|ROOT 2|1|PUNCT],[v|go !],,,,,,,,,,MotherofViolet_Violet030600_317
318,Mother,Violet030600,"I'm going , said Elvis , but I'm not frisking .",Violet,647.093,649.605,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|LP] [5|3|ENUM] [6|5|OBJ 7|6|LP] [8|10|LINK] [9|10|SUBJ 10|5|CJCT] [11|10|NEG] [12|10|PRED 13|3|PUNCT],[pro:sub|I~aux|be&1S] [part|go-PRESP cm|cm] [v|say&PAST] [n:prop|Elvis cm|cm] [conj|but] [pro:sub|I~cop|be&1S] [neg|not] [part|frisk-PRESP .],,,,,,,,,,MotherofViolet_Violet030600_318
319,Mother,Violet030600,Elvis strutted down the hill .,Violet,649.606,651.258,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[n:prop|Elvis] [v|strut-PAST] [prep|down] [det:art|the] [n|hill .],,,,,,,,,,MotherofViolet_Violet030600_319
320,Mother,Violet030600,"my turn , said Hamlet .",Violet,651.258,652.745,[],[1|2|MOD] [2|4|SUBJ 3|2|LP] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[det:poss|my] [n|turn cm|cm] [v|say&PAST] [n:prop|Hamlet .],,,,,,,,,,MotherofViolet_Violet030600_320
321,Mother,Violet030600,he hopped into the yard and did some fancy piggy steps .,Violet,652.745,655.275,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ] [6|2|CONJ] [7|6|COORD] [8|9|QUANT] [9|11|MOD] [10|11|MOD] [11|7|OBJ 12|2|PUNCT],[pro:sub|he] [v|hop-PAST] [prep|into] [det:art|the] [n|yard] [coord|and] [v|do&PAST] [qn|some] [n|fancy] [n|pig-DIM] [n|step-PL .],,,,,,,,,,MotherofViolet_Violet030600_321
322,Mother,Violet030600,Zeek and Zach hopped into the yard and pretended to lay an egg .,Violet,655.275,659.056,[],[1|4|SUBJ] [2|1|CONJ] [3|2|COORD] [4|0|ROOT] [5|4|JCT] [6|7|DET] [7|5|POBJ] [8|4|CONJ] [9|8|COORD] [10|11|INF] [11|9|XCOMP] [12|13|DET] [13|11|OBJ 14|4|PUNCT],[n:prop|Zeek] [coord|and] [n:prop|Zach] [v|hop-PAST] [prep|into] [det:art|the] [n|yard] [coord|and] [v|pretend-PAST] [inf|to] [v|lay] [det:art|a] [n|egg .],,,,,,,,,,MotherofViolet_Violet030600_322
323,Mother,Violet030600,"hooray , cheered the children , it's an Easter parade !",Violet,659.056,663.02,[],[1|3|COM 2|1|LP] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|5|LP] [7|8|SUBJ 8|5|CMOD] [9|11|DET] [10|11|MOD] [11|8|PRED 12|3|PUNCT],[co|hooray cm|cm] [v|cheer-PAST] [det:art|the] [n|child&PL cm|cm] [pro:per|it~cop|be&3S] [det:art|a] [n:prop|Easter] [n|parade !],,,,,,,,,,MotherofViolet_Violet030600_323
324,Mother,Violet030600,"Minnie and Moo danced around the children , the children danced around Minnie and Moo .",Violet,663.02,667.543,[],[1|4|SUBJ] [2|1|CONJ] [3|2|COORD] [4|0|ROOT] [5|4|JCT] [6|7|DET] [7|5|POBJ 8|4|LP] [9|10|DET] [10|11|SUBJ] [11|4|CJCT] [12|11|JCT] [13|12|POBJ] [14|11|CONJ] [15|14|COORD 16|4|PUNCT],[n:prop|Minnie] [coord|and] [n:prop|Moo] [v|dance-PAST] [prep|around] [det:art|the] [n|child&PL cm|cm] [det:art|the] [n|child&PL] [v|dance-PAST] [prep|around] [n:prop|Minnie] [coord|and] [n:prop|Moo .],,,,,,,,,,MotherofViolet_Violet030600_324
325,Mother,Violet030600,Minnie and Moo waved goodbye and hopped over the garden fence .,Violet,667.543,670.86,[],[1|4|SUBJ] [2|1|CONJ] [3|2|COORD] [4|0|ROOT] [5|4|OBJ] [6|4|CONJ] [7|6|COORD] [8|7|JCT] [9|11|DET] [10|11|MOD] [11|8|POBJ 12|4|PUNCT],[n:prop|Minnie] [coord|and] [n:prop|Moo] [v|wave-PAST] [co|goodbye] [coord|and] [v|hop-PAST] [prep|over] [det:art|the] [n|garden] [n|fence .],,,,,,,,,,MotherofViolet_Violet030600_325
326,Mother,Violet030600,the farmer's wife put her arm around the farmer .,Violet,670.86,673.001,[],[1|2|DET] [2|4|MOD 3|2|POSS] [4|5|SUBJ] [5|0|ROOT] [6|7|MOD] [7|5|OBJ] [8|5|JCT] [9|10|DET] [10|8|POBJ 11|5|PUNCT],[det:art|the] [n|farm&dv-AGT~poss|s] [n|wife] [v|put&ZERO] [det:poss|her] [n|arm] [prep|around] [det:art|the] [n|farm&dv-AGT .],,,,,,,,,,MotherofViolet_Violet030600_326
327,Mother,Violet030600,"now: I see why you didn't wear the bunny suit , she whispered .",Violet,673.003,676.27,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|8|LINK] [5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|3|COMP] [9|11|DET] [10|11|MOD] [11|8|OBJ 12|11|LP] [13|14|SUBJ] [14|11|ENUM 15|3|PUNCT],[adv|now] [pro:sub|I] [v|see] [adv:int|why] [pro:per|you] [mod|do&PAST~neg|not] [v|wear] [det:art|the] [n|bunny] [n|suit cm|cm] [pro:sub|she] [v|whisper-PAST .],,,,,,,,,,MotherofViolet_Violet030600_327
328,Mother,Violet030600,you had this all planned .,Violet,676.27,677.836,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|5|JCT] [5|2|XJCT 6|2|PUNCT],[pro:per|you] [v|have&PAST] [pro:dem|this] [adv|all] [part|plan-PASTP .],,,,,,,,,,MotherofViolet_Violet030600_328
329,Mother,Violet030600,well I: (t:t:trail off),Violet,677.836,679.04,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|well] [pro:sub|I (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_329
330,Mother,Violet030600,said the farmer .,Violet,679.04,680.225,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|say&PAST] [det:art|the] [n|farm&dv-AGT .],,,,,,,,,,MotherofViolet_Violet030600_330
331,Mother,Violet030600,"the children hugged him , thank you grandpa , they said .",Violet,680.225,682.493,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|LP] [6|3|COMP] [7|6|OBJ] [8|11|JCT 9|8|LP] [10|11|SUBJ] [11|6|COMP 12|3|PUNCT],[det:art|the] [n|child&PL] [v|hug-PAST] [pro:obj|him cm|cm] [v|thank] [pro:per|you] [grand#n|pa cm|cm] [pro:sub|they] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_331
332,Mother,Violet030600,well I: (t:t:trail off),Violet,682.493,683.495,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|well] [pro:sub|I (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_332
333,Mother,Violet030600,he said .,Violet,683.495,684.123,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|he] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_333
334,Mother,Violet030600,"Mrs Farmer kissed his cheek , happy Easter she said .",Violet,684.123,686.891,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|LP] [7|10|MOD] [8|10|JCT] [9|10|SUBJ] [10|3|CJCT 11|3|PUNCT],[n:prop|Mrs] [n:prop|Farmer] [v|kiss-PAST] [det:poss|his] [n|cheek cm|cm] [adj|happy] [n:prop|Easter] [pro:sub|she] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_334
335,Mother,Violet030600,happy Easter said the children .,Violet,686.891,689.401,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[adj|happy] [n:prop|Easter] [v|say&PAST] [det:art|the] [n|child&PL .],,,,,,,,,,MotherofViolet_Violet030600_335
336,Mother,Violet030600,the farmer scratched his head .,Violet,689.401,690.8,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[det:art|the] [n|farm&dv-AGT] [v|scratch-PAST] [det:poss|his] [n|head .],,,,,,,,,,MotherofViolet_Violet030600_336
337,Mother,Violet030600,well: happy Easter he said .,Violet,690.801,693.313,[],[1|5|COM] [2|5|MOD] [3|5|JCT] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[co|well] [adj|happy] [n:prop|Easter] [pro:sub|he] [v|say&PAST .],,,,,,,,,,MotherofViolet_Violet030600_337
338,Mother,Violet030600,xxx .,Violet,693.313,694.48,MOT is laughing,[],[],,,,,,,,,,MotherofViolet_Violet030600_338
339,Mother,Violet030600,that a good book ?,Violet,694.48,695.711,[],[1|4|LINK] [2|4|DET] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[pro:rel|that] [det:art|a] [adj|good] [n|book ?],,,,,,,,,,MotherofViolet_Violet030600_339
340,Violet,Violet030600,yeh (replacement:replacement:yes) .,Violet,695.711,698.386,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,VioletofViolet_Violet030600_340
341,Mother,Violet030600,<o>kay le<t> me just go check the phone for a minute .,Violet,0.0,0.0,[],[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|6|JCT] [5|6|SRL] [6|2|COMP] [7|8|DET] [8|6|OBJ] [9|8|NJCT] [10|11|DET] [11|9|POBJ 12|2|PUNCT],[co|okay] [v|let&ZERO] [pro:obj|me] [adv|just] [v|go] [v|check] [det:art|the] [n|phone] [prep|for] [det:art|a] [n|minute .],,,,,,,,,,MotherofViolet_Violet030600_341
342,Mother,Violet030600,whoa: I forgot about that thing .,Violet,698.386,702.183,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|DET] [6|4|POBJ 7|3|PUNCT],[co|whoa] [pro:sub|I] [v|forget&PAST] [prep|about] [pro:dem|that] [n|thing .],,,,,,,,,,MotherofViolet_Violet030600_342
343,Violet,Violet030600,xxx xxx .,Violet,702.183,707.721,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_343
344,Mother,Violet030600,you like that one ?,Violet,707.721,709.635,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|like] [pro:dem|that] [pro:indef|one ?],,,,,,,,,,MotherofViolet_Violet030600_344
345,Mother,Violet030600,what's the favorite (t:t:self interruption question),Violet,0.0,0.0,[],[1|4|LINK 2|4|AUX] [3|4|DET] [4|0|INCROOT 5|4|PUNCT],[pro:int|what~aux|be&3S] [det:art|the] [n|favorite (mt:self interruption question)],,,,,,,,,,MotherofViolet_Violet030600_345
346,Mother,Violet030600,what's your favorite part ?,Violet,709.635,711.375,[],[1|2|LINK 2|0|ROOT] [3|5|MOD] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:int|what~cop|be&3S] [det:poss|your] [adj|favorite] [n|part ?],,,,,,,,,,MotherofViolet_Violet030600_346
347,Mother,Violet030600,in the toolshed ?,Violet,711.375,712.656,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|in] [det:art|the] [n|+n|tool+n|shed ?],,,,,,,,,,MotherofViolet_Violet030600_347
348,Violet,Violet030600,yeah .,Violet,712.656,717.473,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030600_348
349,Mother,Violet030600,me too .,Violet,0.0,0.0,[],[1|0|INCROOT] [2|1|PQ 3|1|PUNCT],[pro:obj|me] [post|too .],,,,,,,,,,MotherofViolet_Violet030600_349
350,Violet,Violet030600,yyy yyy .,Violet,717.473,722.576,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_350
351,Violet,Violet030600,xxx xxx xxx .,Violet,722.578,738.953,inaudible,[],[],,,,,,,,,,VioletofViolet_Violet030600_351
352,Violet,Violet030600,xxx read all the other books .,Violet,738.953,742.863,[],[] [1|0|ROOT] [2|5|QUANT] [3|5|DET] [4|5|QUANT] [5|1|OBJ 6|1|PUNCT],[] [v|read&ZERO] [qn|all] [det:art|the] [qn|other] [n|book-PL .],,,,,,,,,,VioletofViolet_Violet030600_352
353,Violet,Violet030600,that Daddy read .,Violet,742.863,745.403,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[pro:rel|that] [n:prop|Daddy] [v|read&ZERO .],,,,,,,,,,VioletofViolet_Violet030600_353
354,Violet,Violet030600,"that he , that he did .",Violet,745.403,748.23,[],[1|2|LINK] [2|0|ROOT 3|2|LP] [4|6|LINK] [5|6|SUBJ] [6|2|CJCT 7|2|PUNCT],[pro:rel|that] [pro:sub|he cm|cm] [pro:rel|that] [pro:sub|he] [v|do&PAST .],,,,,,,,,,VioletofViolet_Violet030600_354
355,Violet,Violet030600,can you yyy yyy all these books ?,Violet,748.23,754.973,[],[1|4|AUX] [2|4|SUBJ] [] [] [3|4|JCT] [4|5|DET] [5|0|INCROOT 6|5|PUNCT],[mod|can] [pro:per|you] [] [] [adv|all] [pro:dem|these] [n|book-PL ?],,,,,,,,,,VioletofViolet_Violet030600_355
356,Violet,Violet030600,can you read ?,Violet,754.973,762.503,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[mod|can] [pro:per|you] [v|read&ZERO ?],,,,,,,,,,VioletofViolet_Violet030600_356
357,Violet,Violet030600,yyy can you read xxx .,Violet,762.503,769.245,[],[] [1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|PUNCT],[] [mod|can] [pro:per|you] [v|read&ZERO] [.],,,,,,,,,,VioletofViolet_Violet030600_357
358,Mother,Violet030600,"yeah , one second .",Violet,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|QUANT] [4|0|ROOT 5|4|PUNCT],[co|yeah cm|cm] [det:num|one] [n|second .],,,,,,,,,,MotherofViolet_Violet030600_358
359,Mother,Violet030600,I'm just gonna make sure who else called me .,Violet,769.245,773.081,[],[1|5|SUBJ 2|5|AUX] [3|5|JCT] [4|5|AUX] [5|0|ROOT] [6|9|JCT] [7|9|SUBJ] [8|7|PQ] [9|5|COMP] [10|9|OBJ 11|5|PUNCT],[pro:sub|I~aux|be&1S] [adv|just] [mod:aux|gonna] [v|make] [adj|sure] [pro:int|who] [post|else] [v|call-PAST] [pro:obj|me .],,,,,,,,,,MotherofViolet_Violet030600_359
360,Unidentified,Violet030600,"Kate it's Kris , it's a quarter to nine .",Violet,773.081,777.395,[],[1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|7|LINK 5|4|LP] [6|7|SUBJ 7|0|ROOT] [8|9|DET] [9|7|PRED] [10|9|NJCT] [11|10|POBJ 12|7|PUNCT],[n:prop|Kate] [pro:per|it~aux|be&3S] [n:prop|Kris cm|cm] [pro:per|it~cop|be&3S] [det:art|a] [n|quarter] [prep|to] [det:num|nine .],,,,,,,,,,UnidentifiedofViolet_Violet030600_360
361,Unidentified,Violet030600,"xxx just call me when you get this message , okay bye .",Violet,0.0,0.0,[],[] [1|2|JCT] [2|0|INCROOT] [3|2|OBJ] [4|6|LINK] [5|6|SUBJ] [6|2|CJCT] [7|8|DET] [8|6|OBJ 9|8|LP] [10|11|MOD] [11|8|ENUM 12|2|PUNCT],[] [adv|just] [n|call] [pro:obj|me] [conj|when] [pro:per|you] [v|get] [pro:dem|this] [n|message cm|cm] [adj|okay] [co|bye .],,,,,,,,,,UnidentifiedofViolet_Violet030600_361
362,Violet,Violet030600,xxx .,Violet,777.395,788.476,MOT is listening to voice messages on the phone,[],[],,,,,,,,,,VioletofViolet_Violet030600_362
363,Mother,Violet030600,do you wanna play with Caroline today ?,Violet,788.476,790.296,[],[1|4|AUX] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|7|SUBJ] [7|4|JCT 8|4|PUNCT],[mod|do] [pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [n:prop|Caroline] [adv:tem|today ?],,,,,,,,,,MotherofViolet_Violet030600_363
364,Violet,Violet030600,yeah !,Violet,790.296,791.775,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah !],,,,,,,,,,VioletofViolet_Violet030600_364
365,Mother,Violet030600,<o>kay le<t> me just call her mama back and then I'll read you those .,Violet,791.775,796.008,[],[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|5|MOD] [5|2|COMP] [6|7|MOD] [7|5|OBJ] [8|5|JCT] [9|5|CONJ] [10|13|JCT] [11|13|SUBJ 12|13|AUX] [13|9|COORD] [14|13|OBJ] [15|13|OBJ 16|2|PUNCT],[co|okay] [v|let&ZERO] [pro:obj|me] [adj|just] [v|call] [det:poss|her] [n|mama] [adv|back] [coord|and] [adv:tem|then] [pro:sub|I~mod|will] [v|read&ZERO] [pro:per|you] [pro:dem|those .],,,,,,,,,,MotherofViolet_Violet030600_365
