Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Violet,Violet030600,xxx .,Violet,0.0,4.175,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_1
2,Mother,Violet030600,but I don't know how long it's gonna record for .,Violet,4.175,17.83,[],[1|5|LINK] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|11|SUBJ] [6|9|LINK] [7|8|JCT] [8|9|SUBJ 9|11|AUX] [10|11|AUX] [11|0|ROOT] [12|11|JCT 13|11|PUNCT],[conj|but] [pro:sub|I] [mod|do~neg|not] [v|know] [adv:int|how] [adv|long] [pro:per|it~cop|be&3S] [mod:aux|gonna] [v|record] [prep|for .],,,,,,,,,,MotherofViolet_Violet030600_2
3,Mother,Violet030600,oh it's working .,Violet,17.831,20.0,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[co|oh] [pro:per|it~cop|be&3S] [part|work-PRESP .],,,,,,,,,,MotherofViolet_Violet030600_3
4,Mother,Violet030600,it's working !,Violet,20.0,24.053,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|PUNCT],[pro:per|it~aux|be&3S] [part|work-PRESP !],,,,,,,,,,MotherofViolet_Violet030600_4
5,Violet,Violet030600,yyy yyy .,Violet,24.053,33.246,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_5
6,Brother,Violet030600,now could you just fix my xxx ?,Violet,0.0,0.0,[],[1|5|JCT] [2|3|AUX] [3|5|SUBJ] [4|5|JCT] [5|0|ROOT] [6|5|OBJ] [7|5|PUNCT],[adv|now] [mod|could] [pro:per|you] [adv|just] [v|fix] [det:poss|my] [?],,,,,,,,,,BrotherofViolet_Violet030600_6
7,Violet,Violet030600,yyy yyy .,Violet,0.0,0.0,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_7
8,Mother,Violet030600,after school honey .,Violet,0.0,0.0,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ 4|1|PUNCT],[prep|after] [n|school] [n|honey .],,,,,,,,,,MotherofViolet_Violet030600_8
9,Violet,Violet030600,yyy .,Violet,33.248,34.908,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_9
10,Mother,Violet030600,but why is now that one ?,Violet,34.908,36.218,[],[1|6|LINK] [2|6|LINK] [3|6|AUX] [4|6|JCT] [5|6|LINK] [6|0|ROOT 7|6|PUNCT],[conj|but] [adv:int|why] [aux|be&3S] [adv|now] [pro:rel|that] [pro:indef|one ?],,,,,,,,,,MotherofViolet_Violet030600_10
11,Violet,Violet030600,yyy .,Violet,36.218,38.048,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_11
12,Mother,Violet030600,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,MotherofViolet_Violet030600_12
13,Violet,Violet030600,yyy .,Violet,38.048,42.741,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_13
14,Brother,Violet030600,"yesterday you said you'd do it xxx when we get home , and now your saying (t:t:trail off)",Violet,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|6|AUX] [6|3|COMP] [7|6|OBJ] [] [8|10|LINK] [9|10|SUBJ] [10|6|CJCT] [11|10|JCT 12|6|LP] [13|6|CONJ] [14|16|JCT] [15|16|MOD] [16|13|COORD 17|3|PUNCT],[adv:tem|yesterday] [pro:per|you] [v|say&PAST] [pro:per|you~mod|genmod] [v|do] [pro:per|it] [] [conj|when] [pro:sub|we] [v|get] [n|home cm|cm] [coord|and] [adv|now] [det:poss|your] [part|say-PRESP (mt:trail off)],,,,,,,,,,BrotherofViolet_Violet030600_14
15,Mother,Violet030600,"what d<o> you want me to do , tie the string ?",Violet,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|7|INF] [7|4|XCOMP 8|7|LP] [9|7|OBJ] [10|11|DET] [11|9|OBJ 12|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|want] [pro:obj|me] [inf|to] [v|do cm|cm] [n|tie] [det:art|the] [n|string ?],,,,,,,,,,MotherofViolet_Violet030600_15
16,Violet,Violet030600,xxx .,Violet,42.741,46.08,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_16
17,Brother,Violet030600,yeah .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,BrotherofViolet_Violet030600_17
18,Father,Violet030600,xxx grab your lunch let's go .,Violet,46.081,49.418,[],[] [1|4|LINK] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT 5|4|OBJ] [6|4|XCOMP 7|4|PUNCT],[] [v|grab] [det:poss|your] [n|lunch] [v|let~pro:obj|us] [v|go .],,,,,,,,,,FatherofViolet_Violet030600_18
19,Violet,Violet030600,xxx .,Violet,49.418,51.978,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_19
20,Mother,Violet030600,it's working so (t:t:trail off),Violet,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[pro:per|it~aux|be&3S] [part|work-PRESP] [adv|so (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_20
21,Father,Violet030600,okay .,Violet,51.98,52.578,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,FatherofViolet_Violet030600_21
22,Mother,Violet030600,I don't know .,Violet,52.578,53.86,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,MotherofViolet_Violet030600_22
23,Father,Violet030600,see how long it goes .,Violet,0.0,0.0,[],[1|0|ROOT] [2|5|LINK] [3|5|JCT] [4|5|SUBJ] [5|1|COMP 6|1|PUNCT],[v|see] [adv:int|how] [adj|long] [pro:per|it] [v|go-3S .],,,,,,,,,,FatherofViolet_Violet030600_23
24,Violet,Violet030600,Mom are you making a new string ?,Violet,53.86,57.0,[],[1|4|SUBJ] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ 8|4|PUNCT],[n:prop|Mom] [aux|be&PRES] [pro:per|you] [part|make-PRESP] [det:art|a] [adj|new] [n|string ?],,,,,,,,,,VioletofViolet_Violet030600_24
25,Mother,Violet030600,I'm tying this string .,Violet,57.0,58.335,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:sub|I~aux|be&1S] [part|tie-PRESP] [pro:dem|this] [n|string .],,,,,,,,,,MotherofViolet_Violet030600_25
26,Mother,Violet030600,for your brother .,Violet,58.335,64.218,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ 4|1|PUNCT],[prep|for] [det:poss|your] [n|brother .],,,,,,,,,,MotherofViolet_Violet030600_26
27,Violet,Violet030600,xxx kite ?,Violet,64.218,69.773,[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|kite ?],,,,,,,,,,VioletofViolet_Violet030600_27
28,Father,Violet030600,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,FatherofViolet_Violet030600_28
29,Violet,Violet030600,what is this ?,Violet,69.773,71.175,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|this ?],,,,,,,,,,VioletofViolet_Violet030600_29
30,Father,Violet030600,alright xxx you have everything you need ?,Violet,71.178,73.95,[],[1|3|COM] [] [2|3|SUBJ] [3|6|LINK] [4|3|OBJ] [5|6|SUBJ] [6|0|ROOT 7|6|PUNCT],[co|alright] [] [pro:per|you] [v|have] [pro:indef|everything] [pro:per|you] [v|need ?],,,,,,,,,,FatherofViolet_Violet030600_30
31,Mother,Violet030600,that's part of the kite .,Violet,73.95,76.69800000000001,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|3|NJCT] [5|6|DET] [6|4|POBJ 7|2|PUNCT],[pro:dem|that~cop|be&3S] [n|part] [prep|of] [det:art|the] [n|kite .],,,,,,,,,,MotherofViolet_Violet030600_31
32,Violet,Violet030600,yyy what is it for ?,Violet,76.69800000000001,78.561,[],[] [1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[] [pro:int|what] [aux|be&3S] [pro:per|it] [prep|for ?],,,,,,,,,,VioletofViolet_Violet030600_32
33,Father,Violet030600,"I have gotta move xxx , so you just go outside for a second .",Violet,78.563,82.013,[],[1|4|SUBJ] [2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|4|LP] [6|9|COM] [7|9|SUBJ] [8|9|JCT] [9|4|CJCT] [10|9|JCT] [11|9|JCT] [12|13|DET] [13|11|POBJ 14|4|PUNCT],[pro:sub|I] [0aux|have] [mod:aux|gotta] [n|move] [cm|cm] [co|so] [pro:per|you] [adv|just] [v|go] [adv|outside] [prep|for] [det:art|a] [adj|second .],,,,,,,,,,FatherofViolet_Violet030600_33
34,Violet,Violet030600,what is this ?,Violet,82.013,85.38,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|this ?],,,,,,,,,,VioletofViolet_Violet030600_34
35,Mother,Violet030600,okay .,Violet,85.38,87.575,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet030600_35
36,Violet,Violet030600,here's a kite !,Violet,87.575,88.855,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|a] [n|kite !],,,,,,,,,,VioletofViolet_Violet030600_36
37,Mother,Violet030600,yep (replacement:replacement:yes) .,Violet,88.855,90.268,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofViolet_Violet030600_37
38,Violet,Violet030600,xxx .,Violet,90.268,92.061,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_38
39,Father,Violet030600,"where are your keys , Mother ?",Violet,92.061,93.67,[],[1|4|LINK] [2|4|AUX] [3|4|MOD] [4|0|ROOT 5|4|LP] [6|4|ENUM 7|4|PUNCT],[adv:int|where] [aux|be&PRES] [det:poss|your] [n|key-PL cm|cm] [n:prop|Mother ?],,,,,,,,,,FatherofViolet_Violet030600_39
40,Violet,Violet030600,xxx .,Violet,93.67,95.371,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_40
41,Mother,Violet030600,&-um: .,Violet,0.0,0.0,[],[],[],,,,,,,,,,MotherofViolet_Violet030600_41
42,Violet,Violet030600,xxx kite .,Violet,95.373,97.063,[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|kite .],,,,,,,,,,VioletofViolet_Violet030600_42
43,Father,Violet030600,xxx .,Violet,97.063,98.19,[],[],[],,,,,,,,,,FatherofViolet_Violet030600_43
44,Mother,Violet030600,you see <th>em .,Violet,98.19,99.511,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|see] [pro:obj|them .],,,,,,,,,,MotherofViolet_Violet030600_44
45,Father,Violet030600,xxx .,Violet,99.511,101.28,[],[],[],,,,,,,,,,FatherofViolet_Violet030600_45
46,Violet,Violet030600,xxx .,Violet,101.28,103.731,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_46
47,Violet,Violet030600,xxx .,Violet,103.731,106.006,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_47
48,Violet,Violet030600,xxx .,Violet,106.006,109.901,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_48
49,Violet,Violet030600,xxx .,Violet,109.901,111.36,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_49
50,Mother,Violet030600,that one keeps (t:t:trail off),Violet,111.361,113.838,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[pro:dem|that] [pro:indef|one] [v|keep-3S (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_50
51,Violet,Violet030600,xxx .,Violet,113.838,115.943,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_51
52,Violet,Violet030600,xxx .,Violet,115.943,120.36,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_52
53,Violet,Violet030600,yyy !,Violet,120.36,123.566,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_53
54,Violet,Violet030600,xxx .,Violet,123.566,132.156,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_54
55,Mother,Violet030600,you find <th>em ?,Violet,132.155,133.828,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|find] [pro:obj|them ?],,,,,,,,,,MotherofViolet_Violet030600_55
56,Father,Violet030600,no there not here .,Violet,133.828,135.28,[],[1|4|COM] [2|4|JCT] [3|2|NEG] [4|0|ROOT 5|4|PUNCT],[co|no] [adv|there] [neg|not] [adv|here .],,,,,,,,,,FatherofViolet_Violet030600_56
57,Father,Violet030600,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,FatherofViolet_Violet030600_57
58,Violet,Violet030600,I see it .,Violet,135.281,141.285,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:sub|I] [v|see] [pro:per|it .],,,,,,,,,,VioletofViolet_Violet030600_58
59,Violet,Violet030600,xxx .,Violet,141.285,142.776,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_59
60,Mother,Violet030600,here .,Violet,142.776,144.421,[],[1|0|INCROOT 2|1|PUNCT],[adv|here .],,,,,,,,,,MotherofViolet_Violet030600_60
61,Violet,Violet030600,xxx { movie (?) } .,Violet,144.421,146.465,[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|movie .],,,,,,,,,,VioletofViolet_Violet030600_61
62,Violet,Violet030600,hey: .,Violet,146.465,147.721,[],[1|0|INCROOT 2|1|PUNCT],[co|hey .],,,,,,,,,,VioletofViolet_Violet030600_62
63,Father,Violet030600,<o>kay xxx .,Violet,147.723,156.316,[],[1|0|INCROOT] [2|1|PUNCT],[co|okay] [.],,,,,,,,,,FatherofViolet_Violet030600_63
64,Mother,Violet030600,"alright Vi , leave that like that okay ?",Violet,150.931,156.316,[],[1|2|COM] [2|0|ROOT 3|2|LP] [4|2|ENUM] [5|8|LINK] [6|8|JCT] [7|6|POBJ] [8|4|CMOD 9|2|PUNCT],[co|alright] [n:prop|Vi cm|cm] [n|leave] [pro:rel|that] [prep|like] [pro:dem|that] [adj|okay ?],,,,,,,,,,MotherofViolet_Violet030600_64
65,Violet,Violet030600,move xxx .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|PUNCT],[v|move] [.],,,,,,,,,,VioletofViolet_Violet030600_65
66,Mother,Violet030600,I can read you the book now .,Violet,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|6|DET] [6|3|OBJ] [7|6|NJCT 8|3|PUNCT],[pro:sub|I] [mod|can] [v|read&ZERO] [pro:per|you] [det:art|the] [n|book] [adv|now .],,,,,,,,,,MotherofViolet_Violet030600_66
67,Mother,Violet030600,you wanna read the book now ?,Violet,156.316,158.02100000000002,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|read&ZERO] [det:art|the] [n|book] [adv|now ?],,,,,,,,,,MotherofViolet_Violet030600_67
68,Violet,Violet030600,yeah .,Violet,158.02100000000002,161.4,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030600_68
69,Mother,Violet030600,okay .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet030600_69
70,Violet,Violet030600,yyy .,Violet,161.4,163.54,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_70
71,Violet,Violet030600,yeah .,Violet,163.541,166.585,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030600_71
72,Violet,Violet030600,xxx .,Violet,166.585,169.518,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_72
73,Mother,Violet030600,and then I gotta call back (t:t:trail off),Violet,0.0,0.0,[],[1|5|LINK] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[coord|and] [adv:tem|then] [pro:sub|I] [mod:aux|gotta] [v|call] [adv|back (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_73
74,Mother,Violet030600,whoever called me .,Violet,169.518,171.733,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:int|whoever] [v|call-PAST] [pro:obj|me .],,,,,,,,,,MotherofViolet_Violet030600_74
75,Mother,Violet030600,no leave that on .,Violet,171.733,174.186,[],[1|2|QUANT] [2|0|INCROOT] [3|2|COMP] [4|3|JCT 5|2|PUNCT],[qn|no] [n|leave] [pro:rel|that] [adv|on .],,,,,,,,,,MotherofViolet_Violet030600_75
76,Mother,Violet030600,okay ya (replacement:replacement:you) ready ?,Violet,174.186,175.26,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[co|okay] [pro:per|you] [v|ready ?],,,,,,,,,,MotherofViolet_Violet030600_76
77,Mother,Violet030600,see that one keeps going off (t:t:self interruption),Violet,0.0,0.0,[],[1|0|ROOT] [2|4|LINK] [3|4|SUBJ] [4|1|COMP] [5|4|OBJ] [6|4|JCT 7|1|PUNCT],[v|see] [pro:rel|that] [pro:indef|one] [v|keep-3S] [n:gerund|go-PRESP] [adv|off (mt:self interruption)],,,,,,,,,,MotherofViolet_Violet030600_77
78,Violet,Violet030600,xxx .,Violet,175.261,177.858,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_78
79,Mother,Violet030600,le<t> me just check on your (t:t:trail off),Violet,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ] [3|4|JCT] [4|1|OBJ] [5|4|NJCT] [6|5|POBJ 7|1|PUNCT],[v|let&ZERO] [pro:obj|me] [adv|just] [n|check] [prep|on] [det:poss|your (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_79
80,Mother,Violet030600,you might need a new battery in this thing .,Violet,177.858,180.873,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ] [7|6|NJCT] [8|9|DET] [9|7|POBJ 10|3|PUNCT],[pro:per|you] [mod|might] [v|need] [det:art|a] [adj|new] [n|battery] [prep|in] [pro:dem|this] [n|thing .],,,,,,,,,,MotherofViolet_Violet030600_80
81,Mother,Violet030600,but I don't know .,Violet,180.873,182.591,[],[1|5|LINK] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT 6|5|PUNCT],[conj|but] [pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,MotherofViolet_Violet030600_81
82,Mother,Violet030600,it's hard to tell .,Violet,182.591,185.823,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|5|INF] [5|3|XCOMP 6|2|PUNCT],[pro:per|it~cop|be&3S] [adj|hard] [inf|to] [v|tell .],,,,,,,,,,MotherofViolet_Violet030600_82
83,Mother,Violet030600,okay .,Violet,185.823,187.281,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet030600_83
84,Mother,Violet030600,oops by David_Shannon .,Violet,187.281,190.263,[],[1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[co|oops] [prep|by] [n:prop|David_Shannon .],,,,,,,,,,MotherofViolet_Violet030600_84
85,Mother,Violet030600,David's first words were (t:t:trail off),Violet,0.0,0.0,[],[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[n:prop|David~aux|be&3S] [adv|first] [n|word-PL] [cop|be&PAST (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030600_85
86,Violet,Violet030600,xxx .,Violet,190.263,194.58,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_86
87,Mother,Violet030600,&-uh oh: !,Violet,0.0,0.0,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|oh !],,,,,,,,,,MotherofViolet_Violet030600_87
88,Violet,Violet030600,ball .,Violet,194.58,199.75,[],[1|0|INCROOT 2|1|PUNCT],[n|ball .],,,,,,,,,,VioletofViolet_Violet030600_88
89,Mother,Violet030600,ba:ll .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|ball .],,,,,,,,,,MotherofViolet_Violet030600_89
90,Mother,Violet030600,dog .,Violet,199.75,201.215,[],[1|0|ROOT 2|1|PUNCT],[v|dog .],,,,,,,,,,MotherofViolet_Violet030600_90
91,Mother,Violet030600,oops !,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oops !],,,,,,,,,,MotherofViolet_Violet030600_91
92,Violet,Violet030600,oops .,Violet,201.215,203.778,[],[1|0|INCROOT 2|1|PUNCT],[co|oops .],,,,,,,,,,VioletofViolet_Violet030600_92
93,Mother,Violet030600,ride .,Violet,203.778,205.105,[],[1|0|INCROOT 2|1|PUNCT],[n|ride .],,,,,,,,,,MotherofViolet_Violet030600_93
94,Mother,Violet030600,we: !,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[pro:sub|we !],,,,,,,,,,MotherofViolet_Violet030600_94
95,Violet,Violet030600,we: .,Violet,205.106,208.688,MOT and CHI are speaking in unison,[1|0|INCROOT 2|1|PUNCT],[pro:sub|we .],,,,,,,,,,VioletofViolet_Violet030600_95
96,Mother,Violet030600,eat .,Violet,208.688,209.645,[],[1|0|ROOT 2|1|PUNCT],[v|eat .],,,,,,,,,,MotherofViolet_Violet030600_96
97,Violet,Violet030600,yum .,Violet,209.646,211.605,[],[1|0|INCROOT 2|1|PUNCT],[co|yum .],,,,,,,,,,VioletofViolet_Violet030600_97
98,Mother,Violet030600,yum .,Violet,0.0,0.0,MOT and CHI are speaking in unison,[1|0|INCROOT 2|1|PUNCT],[co|yum .],,,,,,,,,,MotherofViolet_Violet030600_98
99,Violet,Violet030600,xxx .,Violet,211.605,214.631,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_99
100,Mother,Violet030600,look what he got on his face .,Violet,0.0,0.0,[],[1|0|ROOT] [2|4|LINK] [3|4|SUBJ] [4|1|COMP] [5|4|JCT] [6|7|MOD] [7|5|POBJ 8|1|PUNCT],[v|look] [pro:int|what] [pro:sub|he] [v|get&PAST] [prep|on] [det:poss|his] [n|face .],,,,,,,,,,MotherofViolet_Violet030600_100
101,Violet,Violet030600,xxx food all over .,Violet,214.631,218.135,[],[] [1|0|INCROOT] [2|3|JCT] [3|1|NJCT 4|1|PUNCT],[] [n|food] [adv|all] [adv|over .],,,,,,,,,,VioletofViolet_Violet030600_101
102,Mother,Violet030600,bath .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|bath .],,,,,,,,,,MotherofViolet_Violet030600_102
103,Mother,Violet030600,xxx .,Violet,218.135,221.473,MOT sighs,[],[],,,,,,,,,,MotherofViolet_Violet030600_103
104,Violet,Violet030600,xxx .,Violet,221.473,223.936,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_104
105,Mother,Violet030600,mama .,Violet,223.936,225.5,[],[1|0|INCROOT 2|1|PUNCT],[n|mama .],,,,,,,,,,MotherofViolet_Violet030600_105
106,Mother,Violet030600,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,MotherofViolet_Violet030600_106
107,Violet,Violet030600,xxx .,Violet,225.5,228.128,MOT and CHI are making buzzing noises,[],[],,,,,,,,,,VioletofViolet_Violet030600_107
108,Violet,Violet030600,mama xxx .,Violet,228.128,231.76,[],[1|0|INCROOT] [2|1|PUNCT],[n|mama] [.],,,,,,,,,,VioletofViolet_Violet030600_108
109,Violet,Violet030600,xxx xxx xxx .,Violet,231.76,241.945,buzzing noises,[],[],,,,,,,,,,VioletofViolet_Violet030600_109
110,Father,Violet030600,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,FatherofViolet_Violet030600_110
111,Mother,Violet030600,bye !,Violet,241.946,242.988,[],[1|0|INCROOT 2|1|PUNCT],[co|bye !],,,,,,,,,,MotherofViolet_Violet030600_111
112,Father,Violet030600,I love you two .,Violet,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[pro:sub|I] [v|love] [pro:per|you] [det:num|two .],,,,,,,,,,FatherofViolet_Violet030600_112
113,Violet,Violet030600,bye .,Violet,242.988,245.016,[],[1|0|INCROOT 2|1|PUNCT],[co|bye .],,,,,,,,,,VioletofViolet_Violet030600_113
114,Mother,Violet030600,love you too .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ] [3|2|PQ 4|1|PUNCT],[v|love] [pro:per|you] [post|too .],,,,,,,,,,MotherofViolet_Violet030600_114
115,Violet,Violet030600,xxx .,Violet,245.016,247.241,[],[],[],,,,,,,,,,VioletofViolet_Violet030600_115
116,Violet,Violet030600,now can I read book ?,Violet,247.241,262.051,[],[1|4|JCT] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[adv|now] [mod|can] [pro:sub|I] [v|read&ZERO] [n|book ?],,,,,,,,,,VioletofViolet_Violet030600_116
117,Violet,Violet030600,get that from the Easter bunnies .,Violet,262.051,265.416,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|6|DET] [5|6|MOD] [6|3|POBJ 7|1|PUNCT],[v|get] [pro:dem|that] [prep|from] [det:art|the] [n:prop|Easter] [n|bunny-PL .],,,,,,,,,,VioletofViolet_Violet030600_117
118,Mother,Violet030600,you wanna read this one ?,Violet,265.416,266.305,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|read&ZERO] [pro:dem|this] [pro:indef|one ?],,,,,,,,,,MotherofViolet_Violet030600_118
119,Violet,Violet030600,"yes , I want .",Violet,266.305,268.888,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[co|yes cm|cm] [pro:sub|I] [v|want .],,,,,,,,,,VioletofViolet_Violet030600_119
120,Mother,Violet030600,Minnie and Moo .,Violet,268.888,269.975,[],[1|0|INCROOT] [2|1|CONJ] [3|2|COORD 4|1|PUNCT],[n:prop|Minnie] [coord|and] [n:prop|Moo .],,,,,,,,,,MotherofViolet_Violet030600_120
121,Violet,Violet030600,yeah .,Violet,269.975,271.173,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030600_121
122,Violet,Violet030600,yes .,Violet,271.173,273.015,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,VioletofViolet_Violet030600_122
123,Mother,Violet030600,the attack of the: (t:t:trail off question),Violet,0.0,0.0,[],[1|2|DET] [2|0|INCROOT] [3|2|NJCT] [4|3|POBJ 5|2|PUNCT],[det:art|the] [n|attack] [prep|of] [det:art|the (mt:trail off question)],,,,,,,,,,MotherofViolet_Violet030600_123
124,Violet,Violet030600,Easter { bunnies (?) } .,Violet,273.015,276.596,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[n:prop|Easter] [n|bunny-PL .],,,,,,,,,,VioletofViolet_Violet030600_124
