Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Naima,Naima021008a,"do (replacement:replacement:the) , the , the cat .",Naima,0.0,5.98,[],[1|6|DET 2|1|LP] [3|6|DET 4|3|LP] [5|6|DET] [6|0|INCROOT 7|6|PUNCT],[det:art|the cm|cm] [det:art|the cm|cm] [det:art|the] [n|cat .],,,,,,,,,,NaimaofNaima_Naima021008a_1
2,Naima,Naima021008a,"xxx , put yyy the yyy , no no that , &-uh { her (?) } cat , no no , that's her cat .",Naima,5.98,11.755,[],[1|2|SUBJ] [2|0|ROOT] [] [3|4|DET] [4|2|LP] [5|6|QUANT] [6|7|QUANT] [7|10|DET 8|7|LP] [] [9|10|MOD] [10|2|OBJ 11|10|LP] [12|13|QUANT] [13|15|QUANT 14|13|LP] [15|18|LINK 16|18|AUX] [17|18|MOD] [18|10|CJCT 19|2|PUNCT],[cm|cm] [v|put&ZERO] [] [det:art|the] [cm|cm] [qn|no] [qn|no] [pro:dem|that cm|cm] [] [pro:obj|her] [n|cat cm|cm] [qn|no] [qn|no cm|cm] [pro:rel|that~aux|be&3S] [det:poss|her] [n|cat .],,,,,,,,,,NaimaofNaima_Naima021008a_2
3,Naima,Naima021008a,"that's her cat , okay ?",Naima,11.756,16.531,[],[1|2|SUBJ 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|4|LP] [6|4|ENUM 7|2|PUNCT],[pro:dem|that~cop|be&3S] [det:poss|her] [n|cat cm|cm] [adj|okay ?],,,,,,,,,,NaimaofNaima_Naima021008a_3
4,Mother,Naima021008a,oh you think the fox might eat the cat ?,Naima,0.0,0.0,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|7|SUBJ] [6|7|AUX] [7|3|COMP] [8|9|DET] [9|7|OBJ 10|3|PUNCT],[co|oh] [pro:per|you] [v|think] [det:art|the] [n|fox] [mod|might] [v|eat] [det:art|the] [n|cat ?],,,,,,,,,,MotherofNaima_Naima021008a_4
5,Naima,Naima021008a,"yeah , because the , the cat's (replacement:replacement:cat is) smart , smart smart smart smart smart .",Naima,16.533,22.646,could be small instead of smart[],[1|0|INCROOT 2|1|LP] [3|8|LINK] [4|7|DET 5|4|LP] [6|7|DET] [7|8|SUBJ 8|1|CJCT] [9|8|PRED 10|8|LP] [11|15|MOD] [12|15|MOD] [13|15|MOD] [14|15|MOD] [15|8|PRED 16|1|PUNCT],[co|yeah cm|cm] [conj|because] [det:art|the cm|cm] [det:art|the] [n|cat cop|be&3S] [adj|smart cm|cm] [adj|smart] [adj|smart] [adj|smart] [adj|smart] [adj|smart .],,,,,,,,,,NaimaofNaima_Naima021008a_5
6,Naima,Naima021008a,"xxx you fixed this , this door .",Naima,22.646,27.19,[],[] [1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|3|LP] [5|6|DET] [6|2|OBJ 7|2|PUNCT],[] [pro:per|you] [v|fix-PAST] [pro:dem|this cm|cm] [pro:dem|this] [n|door .],,,,,,,,,,NaimaofNaima_Naima021008a_6
7,Naima,Naima021008a,{ what'd (replacement:replacement:what did) (?) } you fix this door ?,Naima,27.19,29.556,[],[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[pro:int|what mod|do&PAST] [pro:per|you] [v|fix] [pro:dem|this] [n|door ?],,,,,,,,,,NaimaofNaima_Naima021008a_7
8,Mother,Naima021008a,"well , I fixed it but it broke again .",Naima,29.556,31.558,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|8|LINK] [7|8|SUBJ] [8|4|CJCT] [9|8|JCT 10|4|PUNCT],[co|well cm|cm] [pro:sub|I] [v|fix-PAST] [pro:per|it] [conj|but] [pro:per|it] [v|break&PAST] [adv|again .],,,,,,,,,,MotherofNaima_Naima021008a_8
9,Naima,Naima021008a,well { I (?) } fixed it but it broke again (t:t:interruption),Naima,31.558,36.031,original orthography: agai < n >[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|7|LINK] [6|7|SUBJ] [7|3|CJCT] [8|7|JCT 9|3|PUNCT],[co|well] [pro:sub|I] [v|fix-PAST] [pro:per|it] [conj|but] [pro:per|it] [v|break&PAST] [adv|again (mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008a_9
10,Mother,Naima021008a,I used some string to tie it with .,Naima,36.031,38.453,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|6|INF] [6|4|XCOMP] [7|6|OBJ] [8|6|JCT 9|2|PUNCT],[pro:sub|I] [v|use-PAST] [qn|some] [n|string] [inf|to] [v|tie] [pro:per|it] [prep|with .],,,,,,,,,,MotherofNaima_Naima021008a_10
11,Naima,Naima021008a,xxx tie it again .,Naima,38.453,41.565,[],[] [1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[] [v|tie] [pro:per|it] [adv|again .],,,,,,,,,,NaimaofNaima_Naima021008a_11
12,Mother,Naima021008a,"yeah I might try , I might hafta tie it again .",Naima,41.565,44.813,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT 5|4|LP] [6|9|SUBJ] [7|9|AUX] [8|9|AUX] [9|4|COMP] [10|9|OBJ] [11|9|JCT 12|4|PUNCT],[co|yeah] [pro:sub|I] [mod|might] [v|try cm|cm] [pro:sub|I] [mod|might] [mod:aux|hafta] [v|tie] [pro:per|it] [adv|again .],,,,,,,,,,MotherofNaima_Naima021008a_12
13,Mother,Naima021008a,today is Wednesday the twenty first of January .,Naima,44.813,48.863,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED] [4|5|DET] [5|3|OBJ] [6|5|POSTMOD] [7|6|JCT] [8|7|POBJ 9|2|PUNCT],[adv:tem|today] [cop|be&3S] [n:prop|Wednesday] [det:art|the] [det:num|twenty] [adv|first] [prep|of] [n:prop|January .],,,,,,,,,,MotherofNaima_Naima021008a_13
14,Mother,Naima021008a,"yes , it didn't (t:t:trail off)",Naima,48.863,51.328,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT 5|4|NEG 6|4|PUNCT],[co|yes cm|cm] [pro:per|it] [mod|do&PAST~neg|not (mt:trail off)],,,,,,,,,,MotherofNaima_Naima021008a_14
15,Mother,Naima021008a,lemme (replacement:replacement:let me) see if I can tie it again .,Naima,51.328,52.861,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|7|LINK] [5|7|SUBJ] [6|7|AUX] [7|3|CJCT] [8|7|OBJ] [9|7|JCT 10|1|PUNCT],[v|let&ZERO pro:obj|me] [v|see] [conj|if] [pro:sub|I] [mod|can] [v|tie] [pro:per|it] [adv|again .],,,,,,,,,,MotherofNaima_Naima021008a_15
16,Mother,Naima021008a,"I don't know how it got broken for a second time , hm: !",Naima,52.861,57.751,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|8|LINK] [6|8|SUBJ] [7|8|AUX] [8|4|COMP] [9|8|JCT] [10|12|DET] [11|12|MOD] [12|9|POBJ 13|12|LP] [14|8|COM 15|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know] [adv:int|how] [pro:per|it] [aux|get&PAST] [part|break&PASTP] [prep|for] [det:art|a] [adj|second] [n|time cm|cm] [co|hm !],,,,,,,,,,MotherofNaima_Naima021008a_16
17,Mother,Naima021008a,I don't know if I can fix this .,Naima,57.751,60.091,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|8|LINK] [6|8|SUBJ] [7|8|AUX] [8|4|CJCT] [9|8|OBJ 10|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know] [conj|if] [pro:sub|I] [mod|can] [v|fix] [pro:dem|this .],,,,,,,,,,MotherofNaima_Naima021008a_17
18,Mother,Naima021008a,let's see (t:t:trail off),Naima,60.091,65.628,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let~pro:obj|us] [v|see (mt:trail off)],,,,,,,,,,MotherofNaima_Naima021008a_18
19,Naima,Naima021008a,Mommy xxx Mommy xxx .,Naima,65.628,68.236,[],[1|2|SUBJ] [] [2|0|INCROOT] [3|2|PUNCT],[n:prop|Mommy] [] [n:prop|Mommy] [.],,,,,,,,,,NaimaofNaima_Naima021008a_19
20,Mother,Naima021008a,yeah ?,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah ?],,,,,,,,,,MotherofNaima_Naima021008a_20
21,Naima,Naima021008a,"xxx xxx xxx yyy xxx xxx Pushba has to have a conversation with Veena , and talk to Veena .",Naima,68.236,81.043,[],[] [] [] [] [] [] [1|4|SUBJ] [2|4|AUX] [3|4|INF] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|6|NJCT] [8|7|POBJ 9|8|LP] [10|8|CONJ] [11|10|COORD] [12|11|NJCT] [13|12|POBJ 14|4|PUNCT],[] [] [] [] [] [] [n:prop|Pushba] [aux|have&3S] [inf|to] [v|have] [det:art|a] [n|conversation] [prep|with] [n:prop|Veena cm|cm] [coord|and] [n|talk] [prep|to] [n:prop|Veena .],,,,,,,,,,NaimaofNaima_Naima021008a_21
22,Mother,Naima021008a,Pushba has to have a conversation with Veena .,Naima,81.043,83.066,[],[1|4|SUBJ] [2|4|AUX] [3|4|INF] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|6|NJCT] [8|7|POBJ 9|4|PUNCT],[n:prop|Pushba] [aux|have&3S] [inf|to] [v|have] [det:art|a] [n|conversation] [prep|with] [n:prop|Veena .],,,,,,,,,,MotherofNaima_Naima021008a_22
23,Naima,Naima021008a,yeah and talk to (t:t:interruption),Naima,83.066,86.06,[],[1|0|INCROOT] [2|1|CONJ] [3|4|MOD] [4|2|COORD 5|1|PUNCT],[co|yeah] [coord|and] [n|talk] [prep|to (mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008a_23
24,Mother,Naima021008a,what does Pushba need to say to Veena ?,Naima,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|INF] [6|4|XCOMP] [7|6|JCT] [8|7|POBJ 9|4|PUNCT],[pro:int|what] [mod|do&3S] [n:prop|Pushba] [v|need] [inf|to] [v|say] [prep|to] [n:prop|Veena ?],,,,,,,,,,MotherofNaima_Naima021008a_24
25,Naima,Naima021008a,"xxx xxx oh no , the the fox , the fox might eat our cat !",Naima,86.06,92.46,[],[] [] [1|6|COM] [2|6|COM 3|2|LP] [4|6|DET] [5|6|DET] [6|0|INCROOT 7|6|LP] [8|9|DET] [9|11|SUBJ] [10|11|AUX] [11|6|CJCT] [12|13|MOD] [13|11|OBJ 14|6|PUNCT],[] [] [co|oh] [co|no cm|cm] [det:art|the] [det:art|the] [n|fox cm|cm] [det:art|the] [n|fox] [mod|might] [v|eat] [det:poss|our] [n|cat !],,,,,,,,,,NaimaofNaima_Naima021008a_25
26,Mother,Naima021008a,"oh , the fox might eat our cat !",Naima,92.46,95.35,[],[1|6|COM 2|1|LP] [3|4|DET] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT] [7|8|MOD] [8|6|OBJ 9|6|PUNCT],[co|oh cm|cm] [det:art|the] [n|fox] [mod|might] [v|eat] [det:poss|our] [n|cat !],,,,,,,,,,MotherofNaima_Naima021008a_26
27,Mother,Naima021008a,oh no !,Naima,95.35,96.42,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [co|no !],,,,,,,,,,MotherofNaima_Naima021008a_27
28,Mother,Naima021008a,there's a fox !,Naima,96.42,97.711,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:exist|there~cop|be&3S] [det:art|a] [n|fox !],,,,,,,,,,MotherofNaima_Naima021008a_28
29,Naima,Naima021008a,"dead , the fox is here , Pushba the fox is here just because it's dark outside .",Naima,97.711,104.361,[],[1|5|LINK 2|1|LP] [3|4|DET] [4|5|SUBJ] [5|0|ROOT] [6|5|JCT 7|5|LP] [8|11|JCT] [9|10|DET] [10|11|SUBJ] [11|5|CJCT] [12|11|JCT] [13|11|JCT] [14|16|LINK] [15|16|SUBJ 16|11|CJCT] [17|16|PRED] [18|17|NJCT 19|5|PUNCT],[adj|dead cm|cm] [det:art|the] [n|fox] [cop|be&3S] [adv|here cm|cm] [n:prop|Pushba] [det:art|the] [n|fox] [cop|be&3S] [adv|here] [adv|just] [conj|because] [pro:per|it~cop|be&3S] [n|dark] [adv|outside .],,,,,,,,,,NaimaofNaima_Naima021008a_29
30,Mother,Naima021008a,it's evening and foxes go about in the evening in the dark .,Naima,104.361,110.608,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|6|LINK] [5|6|SUBJ] [6|3|CMOD] [7|6|JCT] [8|6|JCT] [9|10|DET] [10|8|POBJ] [11|6|JCT] [12|13|DET] [13|11|POBJ 14|2|PUNCT],[pro:per|it~cop|be&3S] [n|evening] [coord|and] [n|fox-PL] [v|go] [adv|about] [prep|in] [det:art|the] [n|evening] [prep|in] [det:art|the] [n|dark .],,,,,,,,,,MotherofNaima_Naima021008a_30
31,Mother,Naima021008a,"cats , you better stay in the barn tonight !",Naima,110.608,116.418,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|5|MOD] [5|9|MOD] [6|5|NJCT] [7|8|DET] [8|6|POBJ] [9|3|JCT 10|1|PUNCT],[n|cat-PL cm|cm] [pro:per|you] [adj|good&CP] [n|stay] [prep|in] [det:art|the] [n|barn] [adv:tem|tonight !],,,,,,,,,,MotherofNaima_Naima021008a_31
32,Naima,Naima021008a,"xxx you have_to say xxx , Pushba , you have_to say no don't that's our cat maybe .",Naima,116.418,121.77,[],[] [1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|LP] [5|3|ENUM 6|5|LP] [7|9|SUBJ] [8|9|AUX] [9|3|COMP] [10|13|QUANT] [11|13|AUX 12|11|NEG] [13|16|SUBJ 14|16|AUX] [15|16|MOD] [16|9|OBJ] [17|16|NJCT 18|3|PUNCT],[] [pro:per|you] [mod:aux|have_to] [v|say] [cm|cm] [n:prop|Pushba cm|cm] [pro:per|you] [mod:aux|have_to] [v|say] [qn|no] [mod|do~neg|not] [pro:rel|that~aux|be&3S] [det:poss|our] [n|cat] [adv|maybe .],,,,,,,,,,NaimaofNaima_Naima021008a_32
33,Naima,Naima021008a,you have_to say no no that's our cat .,Naima,121.771,127.985,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|QUANT] [5|9|QUANT] [6|9|LINK 7|9|AUX] [8|9|MOD] [9|3|OBJ 10|3|PUNCT],[pro:per|you] [mod:aux|have_to] [v|say] [qn|no] [qn|no] [pro:rel|that~aux|be&3S] [det:poss|our] [n|cat .],,,,,,,,,,NaimaofNaima_Naima021008a_33
34,Mother,Naima021008a,"no no , that's our cat !",Naima,0.0,0.0,[],[1|7|COM] [2|7|COM 3|2|LP] [4|7|LINK 5|7|AUX] [6|7|MOD] [7|0|INCROOT 8|7|PUNCT],[co|no] [co|no cm|cm] [pro:rel|that~aux|be&3S] [det:poss|our] [n|cat !],,,,,,,,,,MotherofNaima_Naima021008a_34
35,Naima,Naima021008a,"no no , you have_to hold on to Pushba and say it .",Naima,0.0,0.0,[],[1|2|COM] [2|6|COM 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT] [7|6|JCT] [8|6|JCT] [9|8|POBJ] [10|6|CONJ] [11|10|COORD] [12|11|OBJ 13|6|PUNCT],[co|no] [co|no cm|cm] [pro:per|you] [mod:aux|have_to] [v|hold] [adv|on] [prep|to] [n:prop|Pushba] [coord|and] [v|say] [pro:per|it .],,,,,,,,,,NaimaofNaima_Naima021008a_35
36,Mother,Naima021008a,okay .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008a_36
37,Mother,Naima021008a,"no fox , that's our cat !",Naima,127.986,130.86,[],[1|2|QUANT] [2|0|INCROOT 3|2|LP] [4|7|LINK 5|7|AUX] [6|7|MOD] [7|2|CJCT 8|2|PUNCT],[qn|no] [n|fox cm|cm] [pro:rel|that~aux|be&3S] [det:poss|our] [n|cat !],,,,,,,,,,MotherofNaima_Naima021008a_37
38,Mother,Naima021008a,don't take our cat away !,Naima,130.86,132.616,[],[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|5|MOD] [5|3|OBJ] [6|3|JCT 7|3|PUNCT],[mod|do~neg|not] [v|take] [det:poss|our] [n|cat] [adv|away !],,,,,,,,,,MotherofNaima_Naima021008a_38
39,Naima,Naima021008a,"the , the fox hid the cat .",Naima,132.616,137.413,[],[1|4|DET 2|1|LP] [3|4|DET] [4|5|SUBJ] [5|0|ROOT] [6|7|DET] [7|5|OBJ 8|5|PUNCT],[det:art|the cm|cm] [det:art|the] [n|fox] [v|hide&PAST] [det:art|the] [n|cat .],,,,,,,,,,NaimaofNaima_Naima021008a_39
40,Mother,Naima021008a,the fox hid the cat ?,Naima,137.413,139.57999999999998,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[det:art|the] [n|fox] [v|hide&PAST] [det:art|the] [n|cat ?],,,,,,,,,,MotherofNaima_Naima021008a_40
41,Naima,Naima021008a,yeah .,Naima,139.57999999999998,140.57,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima021008a_41
42,Mother,Naima021008a,"oh good , I'm so glad that the fox (t:t:trail off)",Naima,140.57,142.821,[],[1|5|COM] [2|5|JCT 3|2|LP] [4|5|SUBJ 5|0|ROOT] [6|7|JCT] [7|5|PRED] [8|10|LINK] [9|10|DET] [10|5|CJCT 11|5|PUNCT],[co|oh] [adj|good cm|cm] [pro:sub|I~aux|be&1S] [adv|so] [adj|glad] [pro:rel|that] [det:art|the] [n|fox (mt:trail off)],,,,,,,,,,MotherofNaima_Naima021008a_42
43,Mother,Naima021008a,"Veena , Veena , the fox did not eat our cat !",Naima,142.821,146.25,[],[1|7|LINK 2|1|LP] [3|1|ENUM 4|3|LP] [5|6|DET] [6|7|SUBJ] [7|0|ROOT] [8|7|NEG] [9|7|JCT] [10|11|MOD] [11|9|OBJ 12|7|PUNCT],[n:prop|Veena cm|cm] [n:prop|Veena cm|cm] [det:art|the] [n|fox] [v|do&PAST] [neg|not] [v|eat] [det:poss|our] [n|cat !],,,,,,,,,,MotherofNaima_Naima021008a_43
44,Mother,Naima021008a,our barn kitten is still there .,Naima,146.25,149.203,[],[1|3|MOD] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|4|JCT 7|4|PUNCT],[det:poss|our] [n|barn] [n|kitten] [cop|be&3S] [adv|still] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008a_44
45,Mother,Naima021008a,I'm going to go tell the big barn cat .,Naima,149.203,155.348,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|5|OBJ] [7|10|DET] [8|9|MOD] [9|10|MOD] [10|6|OBJ 11|3|PUNCT],[pro:sub|I~aux|be&1S] [part|go-PRESP] [inf|to] [v|go] [v|tell] [det:art|the] [adj|big] [n|barn] [n|cat .],,,,,,,,,,MotherofNaima_Naima021008a_45
46,Mother,Naima021008a,that a fox did not take (t:t:trail off),Naima,155.348,160.33100000000002,[],[1|4|LINK] [2|3|DET] [3|4|SUBJ] [4|0|ROOT] [5|4|NEG] [6|4|XCOMP 7|4|PUNCT],[pro:rel|that] [det:art|a] [n|fox] [v|do&PAST] [neg|not] [v|take (mt:trail off)],,,,,,,,,,MotherofNaima_Naima021008a_46
47,Mother,Naima021008a,the fox did not take the big cat away !,Naima,160.33100000000002,163.713,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|NEG] [5|3|CJCT] [6|8|DET] [7|8|MOD] [8|5|OBJ] [9|5|JCT 10|3|PUNCT],[det:art|the] [n|fox] [v|do&PAST] [neg|not] [v|take] [det:art|the] [adj|big] [n|cat] [adv|away !],,,,,,,,,,MotherofNaima_Naima021008a_47
48,Naima,Naima021008a,xxx any (t:t:interruption),Naima,163.713,166.106,[],[] [1|0|INCROOT 2|1|PUNCT],[] [qn|any (mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008a_48
49,Mother,Naima021008a,the small cat I mean .,Naima,0.0,0.0,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT] [4|5|SUBJ] [5|3|CMOD 6|3|PUNCT],[det:art|the] [adj|small] [n|cat] [pro:sub|I] [v|mean .],,,,,,,,,,MotherofNaima_Naima021008a_49
50,Naima,Naima021008a,"xxx xxx but the big cat had to come down , xxx Pushba to talk to the cat .",Naima,166.106,174.763,[],[] [] [1|5|LINK] [2|4|DET] [3|4|MOD] [4|5|SUBJ] [5|0|ROOT] [6|7|INF] [7|5|XCOMP] [8|7|JCT 9|7|LP] [] [10|7|COMP] [11|12|INF] [12|10|XCOMP] [13|12|JCT] [14|15|DET] [15|13|POBJ 16|5|PUNCT],[] [] [conj|but] [det:art|the] [adj|big] [n|cat] [v|have&PAST] [inf|to] [v|come] [adv|down cm|cm] [] [n:prop|Pushba] [inf|to] [v|talk] [prep|to] [det:art|the] [n|cat .],,,,,,,,,,NaimaofNaima_Naima021008a_50
51,Mother,Naima021008a,oh .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima021008a_51
52,Mother,Naima021008a,"meow , meow .",Naima,174.763,176.988,[],[1|0|ROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[v|meow cm|cm] [on|meow .],,,,,,,,,,MotherofNaima_Naima021008a_52
53,Mother,Naima021008a,the fox came and tried to take away the barn cat .,Naima,176.988,182.818,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|CONJ] [5|4|COORD] [6|7|INF] [7|5|XCOMP] [8|7|JCT] [9|11|DET] [10|11|MOD] [11|7|OBJ 12|3|PUNCT],[det:art|the] [n|fox] [v|come&PAST] [coord|and] [v|try-PAST] [inf|to] [v|take] [adv|away] [det:art|the] [n|barn] [n|cat .],,,,,,,,,,MotherofNaima_Naima021008a_53
54,Mother,Naima021008a,the little barn cat .,Naima,182.818,184.29,[],[1|4|DET] [2|3|MOD] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[det:art|the] [adj|little] [n|barn] [n|cat .],,,,,,,,,,MotherofNaima_Naima021008a_54
55,Mother,Naima021008a,but the fox went away and did not take away the kitten .,Naima,184.29,188.505,[],[1|4|LINK] [2|3|DET] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|4|CONJ] [7|6|COORD] [8|7|NEG] [9|7|XCOMP] [10|12|JCT] [11|12|DET] [12|9|OBJ 13|4|PUNCT],[conj|but] [det:art|the] [n|fox] [v|go&PAST] [adv|away] [coord|and] [v|do&PAST] [neg|not] [v|take] [adv|away] [det:art|the] [n|kitten .],,,,,,,,,,MotherofNaima_Naima021008a_55
56,Naima,Naima021008a,"but , this time xxx xxx xxx had to say , no that's our cat , these are both babies .",Naima,188.505,200.743,[],[1|5|LINK 2|1|LP] [3|4|DET] [4|5|SUBJ] [] [] [] [5|0|ROOT] [6|7|INF] [7|5|XCOMP 8|7|LP] [9|13|QUANT] [10|13|LINK 11|13|AUX] [12|13|MOD] [13|7|OBJ 14|13|LP] [15|16|SUBJ] [16|13|ENUM] [17|18|QUANT] [18|16|PRED 19|5|PUNCT],[conj|but cm|cm] [pro:dem|this] [n|time] [] [] [] [v|have&PAST] [inf|to] [v|say cm|cm] [qn|no] [pro:rel|that~aux|be&3S] [det:poss|our] [n|cat cm|cm] [pro:dem|these] [cop|be&PRES] [qn|both] [n|baby-PL .],,,,,,,,,,NaimaofNaima_Naima021008a_56
57,Mother,Naima021008a,"oh , both cats are babies ?",Naima,200.743,202.09,[],[1|6|COM 2|1|LP] [3|4|QUANT] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT 7|6|PUNCT],[co|oh cm|cm] [qn|both] [n|cat-PL] [aux|be&PRES] [n|baby-PL ?],,,,,,,,,,MotherofNaima_Naima021008a_57
58,Naima,Naima021008a,"they're , yeah .",Naima,202.09,203.563,[],[1|4|SUBJ 2|4|AUX 3|2|LP] [4|0|INCROOT 5|4|PUNCT],[pro:sub|they~aux|be&PRES cm|cm] [co|yeah .],,,,,,,,,,NaimaofNaima_Naima021008a_58
59,Naima,Naima021008a,barn kitten and barn kitten .,Naima,203.563,206.556,[],[1|2|MOD] [2|0|ROOT] [3|2|CONJ] [4|5|MOD] [5|3|COORD 6|2|PUNCT],[n|barn] [n|kitten] [coord|and] [n|barn] [n|kitten .],,,,,,,,,,NaimaofNaima_Naima021008a_59
60,Mother,Naima021008a,mhm .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofNaima_Naima021008a_60
61,Naima,Naima021008a,"but that's , put yyy (t:t:interruption)",Naima,206.556,211.8,Nothing in IPA actual so IPA Target erased[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT 4|3|LP] [5|3|PRED] [6|3|PUNCT],[conj|but] [pro:dem|that~cop|be&3S cm|cm] [v|put&ZERO] [(mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008a_61
62,Mother,Naima021008a,"oh no , the fox is running off with our kitten !",Naima,0.0,0.0,[],[1|7|COM] [2|7|COM 3|2|LP] [4|5|DET] [5|7|SUBJ] [6|7|AUX] [7|0|ROOT] [8|7|JCT] [9|7|JCT] [10|11|MOD] [11|9|POBJ 12|7|PUNCT],[co|oh] [co|no cm|cm] [det:art|the] [n|fox] [aux|be&3S] [part|run-PRESP] [adv|off] [prep|with] [det:poss|our] [n|kitten !],,,,,,,,,,MotherofNaima_Naima021008a_62
63,Naima,Naima021008a,in here the kitten .,Naima,211.801,221.563,[],[1|0|INCROOT] [2|4|JCT] [3|4|DET] [4|1|POBJ 5|1|PUNCT],[prep|in] [adv|here] [det:art|the] [n|kitten .],,,,,,,,,,NaimaofNaima_Naima021008a_63
64,Mother,Naima021008a,"how strange Pushba , the fox keeps hiding our kittens .",Naima,221.563,227.74,[],[1|3|LINK] [2|3|MOD] [3|7|LINK 4|3|LP] [5|6|DET] [6|7|SUBJ] [7|0|ROOT] [8|7|OBJ] [9|10|MOD] [10|8|OBJ 11|7|PUNCT],[adv:int|how] [adj|strange] [n:prop|Pushba cm|cm] [det:art|the] [n|fox] [v|keep-3S] [part|hide-PRESP] [det:poss|our] [n|kitten-PL .],,,,,,,,,,MotherofNaima_Naima021008a_64
65,Mother,Naima021008a,I have never seen a fox hide kittens before .,Naima,227.741,232.081,[],[1|4|SUBJ] [2|4|AUX] [3|4|JCT] [4|0|ROOT] [5|8|DET] [6|7|MOD] [7|8|MOD] [8|4|OBJ] [9|4|JCT 10|4|PUNCT],[pro:sub|I] [aux|have] [adv|never] [part|see&PASTP] [det:art|a] [n|fox] [n|hide] [n|kitten-PL] [adv|before .],,,,,,,,,,MotherofNaima_Naima021008a_65
66,Mother,Naima021008a,it's a very weird fox .,Naima,232.081,235.426,[],[1|2|SUBJ 2|0|ROOT] [3|6|DET] [4|5|JCT] [5|6|MOD] [6|2|PRED 7|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [adv|very] [adj|weird] [n|fox .],,,,,,,,,,MotherofNaima_Naima021008a_66
